conversation_id,edit_history_tweet_ids,created_at,text,id,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,in_reply_to_user_id,username
1876484019535396955,['1876484019535396955'],2025-01-07T04:20:28.000Z,"Announcing NVIDIA Project DIGITS, a personal AI supercomputer that’s powered by the NVIDIA GB10 Superchip and based on #NVIDIAGraceBlackwell architecture. https://t.co/KTemx5PYND

Preconfigured with the NVIDIA AI software stack, developers, researchers, data scientists and https://t.co/h6GRSMxHGp",1876484019535396955,en,834,166,4008,510,855,1340042,,nvidia
1876452445490156009,['1876452445490156009'],2025-01-07T02:15:00.000Z,"Watch our CEO Jensen Huang's #CES2025 keynote for an exclusive look at groundbreaking innovations in AI, gaming, robotics, and beyond.",1876452445490156009,en,445,72,1940,165,252,429647,,nvidia
1875237227422257232,['1875237227422257232'],2025-01-03T17:46:09.000Z,"Join us next Monday on January 6 at 6:30pm PT as our CEO Jensen Huang takes the stage for the #CES2025 keynote: https://t.co/woWnawG9wf

Discover how our latest technologies are driving advancements in #AI, gaming, virtual worlds, autonomous vehicles, and more. @CES https://t.co/HiA5GCFrkG",1875237227422257232,en,371,45,1570,87,131,416404,,nvidia
1874963131618791807,['1874963131618791807'],2025-01-02T23:37:00.000Z,"From treating cancer to revolutionizing recycling, #AI can help solve some of humanity's most pressing and complex problems. https://t.co/ztihOK0qa0",1874963131618791807,en,93,12,422,13,29,81976,,nvidia
1873787589884576168,"['1873787483978084573', '1873787589884576168']",2024-12-30T17:45:49.000Z,We’re delighted to welcome the Run:ai team to NVIDIA. https://t.co/us7p6rnvYl,1873787589884576168,en,182,10,1208,33,96,164626,,nvidia
1870176556842385679,"['1870174792764260510', '1870174915007262746', '1870174984573989177', '1870176556842385679']",2024-12-20T18:36:52.000Z,"Over the course of four weeks, NVIDIANs were encouraged to make a difference by using their collective superpower — kindness. Employees logged more than 13,000 volunteer hours and contributed $5.5 million in donations and company matching — while supporting more than 2,000 https://t.co/9iMPfAhVT9",1870176556842385679,en,32,8,210,2,9,52170,,nvidia
1869907428587810965,['1869907428587810965'],2024-12-20T00:47:26.000Z,"NVIDIA Blackwell is transforming AI with its full-platform approach—high-performance hardware, cutting-edge software, next-generation networking, and unmatched ecosystem support.

Explore the full story in @YahooFinance's coverage: https://t.co/kjoIo8kuxR
#NVIDIABlackwell
#AI",1869907428587810965,en,121,13,644,6,27,64135,,nvidia
1869822997176955180,['1869822997176955180'],2024-12-19T19:11:56.000Z,"Give yourself the gift of gorgeous hair this holiday season.🎁 Try on stunning hair colors and festive styles virtually with @UltaBeauty's Hair Try-On App. 👉https://t.co/DnRQLCU5Ae Holiday hair magic starts here, powered by NVIDIA StyleGAN 2. #NVIDIAResearch https://t.co/BRgSPttKV9",1869822997176955180,en,26,7,148,3,11,42829,,nvidia
1868753213903847617,"['1868750564865053038', '1868753213903847617']",2024-12-16T20:21:00.000Z,"On Jan. 6 at 6:30 p.m. PT, our founder and CEO Jensen Huang will keynote at #CES2025. Our technologies will take center stage at @CES, where our partners will highlight #AI-powered technologies, immersive gaming experiences and automotive advancements. https://t.co/nnAETdXGU4",1868753213903847617,en,281,34,1278,62,103,371745,,nvidia
1867259776087773530,['1867259776087773530'],2024-12-12T17:26:37.000Z,"As the New Year approaches, we wish you peace, joy, and cherished moments with those who matter most. #HappyHolidays from NVIDIA🌟 https://t.co/ukIN45gz8F",1867259776087773530,en,64,15,458,4,15,49799,,nvidia
1866601855716897093,['1866601855716897093'],2024-12-10T21:52:16.000Z,"GPU-powered breakthroughs in neural networks and protein prediction have won @NobelPrize honors, heralding a new era for science and industry. Congratulations to new Nobel Prize Laureates John Hopfield, Geoffrey Hinton, Demis Hassabis, and John Jumper. #AI https://t.co/8qU07meOdg",1866601855716897093,en,53,7,276,10,17,46084,,nvidia
1865180859432865930,['1865180859432865930'],2024-12-06T23:45:44.000Z,"The Global Semiconductor Alliance awarded NVIDIA with three prestigious awards, including “Most Respected Public Semiconductor Company.” Thank you, @GlobalSemi and our global ecosystem partners. We’re honored to receive this recognition and look forward to continuing to advance https://t.co/Zie7kVfDwD",1865180859432865930,en,54,19,351,5,5,49931,,nvidia
1865082731471999160,['1865082731471999160'],2024-12-06T17:15:49.000Z,"In 2012, a deep learning model called AlexNet shocked the world by winning a computer image recognition contest by a huge margin. Powered by NVIDIA GPUs, this success sparked  the “Big Bang” of modern #AI, paving the way for today's breakthroughs. #NVIDIAStory",1865082731471999160,en,72,13,439,8,55,228385,,nvidia
1864715633113600282,"['1864715531783184678', '1864715633113600282']",2024-12-05T16:57:06.000Z,"Discover how Shriya Rishab, senior deep learning engineer at NVIDIA, is helping to set the bar for what’s next in AI. #NVIDIAlife https://t.co/fSAR9YnyLw",1864715633113600282,en,21,3,141,4,5,30351,,nvidia
1864380816156959039,['1864380816156959039'],2024-12-04T18:46:39.000Z,"We are expanding our partnership with @AWS to supercharge #AI inference. NVIDIA NIM microservices are now available across AWS services, resulting in faster AI training and inference and lower latency for generative AI applications. #AWSreInvent https://t.co/folGqAgMn2",1864380816156959039,en,60,5,250,8,13,35966,,nvidia
1864031540134416649,['1864031540134416649'],2024-12-03T19:38:45.000Z,"Our software and accelerated computing integrations, including NVIDIA Blackwell, offer full-stack platforms for advancing enterprise development on @AWS. 

Learn more about our announcements at #AWSreInvent ⬇️ https://t.co/SrN39UohI9",1864031540134416649,en,71,9,362,10,14,40733,,nvidia
1863985988852404572,"['1863985545686188256', '1863985868828229903', '1863985988852404572']",2024-12-03T16:37:45.000Z,"A recent survey shows only 35% of educators think #AI developers consider the needs of students with IDD. 

Hear how @sarasminkara  and @TimShriver from @SpecialOlympics tackle this topic on the latest NVIDIA AI Podcast: https://t.co/GzSy5Qefdh #IDPD",1863985988852404572,en,18,6,118,2,4,31852,,nvidia
1861473788686156172,['1861473788686156172'],2024-11-26T18:15:10.000Z,"Gain insights from NVIDIA experts on how industries such as healthcare, telecom, energy, automotive, retail, entertainment, and robotics will be utilizing #generativeAI in 2025. #AgenticAI https://t.co/TuZkmGw27V",1861473788686156172,en,41,6,162,5,12,34625,,nvidia
1859700408442069167,['1859700408442069167'],2024-11-21T20:48:23.000Z,"Discover how @ENERGY's AI initiatives are transforming science, industry, and government. In the latest NVIDIA AI Podcast, the U.S. Department of Energy's chief AI officer, Helena Fu, discusses the department's groundbreaking efforts. #AIpodcast https://t.co/SuqK0M8g7I",1859700408442069167,en,31,7,145,0,3,36735,,nvidia
1859273002140963317,['1859273002140963317'],2024-11-20T16:30:01.000Z,"Mark your calendars for #CES2025, taking place January 6-10. Join us in Las Vegas for our CEO Jensen Huang’s opening keynote, insightful speaker panels, and immersive demos showcasing the latest tech innovations.

Register for CES: https://t.co/IZ13HcfRyl
@CES https://t.co/lzBNy5qC3s",1859273002140963317,en,123,27,569,16,48,221923,,nvidia
1858921932105646326,['1858921932105646326'],2024-11-19T17:15:00.000Z,"At #MSIgnite 2024, we unveiled groundbreaking product integrations designed to elevate full-stack NVIDIA #AI on @Microsoft applications. https://t.co/apK71rhFXf",1858921932105646326,en,96,21,496,7,23,69380,,nvidia
1858914748605292655,"['1858914511681376734', '1858914748605292655']",2024-11-19T16:46:27.000Z,"We kicked off #SC24 with a wave of AI and #supercomputing tools, set to revolutionize industries from biopharma to climate science. https://t.co/DHjKyUtmOD",1858914748605292655,en,63,2,292,3,12,41735,,nvidia
1858574644569157951,['1858574644569157951'],2024-11-18T18:15:00.000Z,The NVIDIA #SC24 Virtual Special Address has started. Tune in to hear an in-depth overview of our latest innovations. https://t.co/4s18ddsvtt,1858574644569157951,en,52,9,210,7,33,160160,,nvidia
1857477093002485888,['1857477093002485888'],2024-11-15T17:33:43.000Z,"NVIDIA is named the No. 1 best company to work for in America, according to @Forbes. Discover why it’s like no place you’ve ever worked. #NVIDIAlife https://t.co/HbQLmcDpqz",1857477093002485888,en,81,19,481,6,40,203538,,nvidia
1856855603781554387,['1856855603781554387'],2024-11-14T00:24:09.000Z,"Join us at #MSIgnite next week, Nov 19-22: https://t.co/XCXjbzJ3Ck

Don't miss the opportunity to meet NVIDIA AI experts, experience hands-on demos in the NVIDIA booth, and attend a broad range of insightful sessions to explore how to accelerate your work with @Microsoft.",1856855603781554387,en,24,1,105,0,6,36097,,nvidia
1856768713208590651,['1856768713208590651'],2024-11-13T18:38:52.000Z,"At #AIsummit, our founder and CEO Jensen Huang and SoftBank Chairman and CEO Masayoshi Son shared a sweeping vision for Japan’s role in the AI revolution. Learn how the country is poised to create both digital and physical #AI. @sbnews9434 https://t.co/lvMMZ6XZGH",1856768713208590651,en,51,12,196,3,12,33782,,nvidia
1852402808202396004,['1852402808202396004'],2024-11-01T17:30:20.000Z,"Education is a lifelong endeavor for Gary Yau, a senior quality assurance engineer at NVIDIA. Discover how he’s advanced his skills and career with the help of our continuing education benefits. #NVIDIAlife https://t.co/AeRJiDMNbg",1852402808202396004,en,24,6,151,2,13,41294,,nvidia
1851313066618818966,['1851337454701461672'],2024-10-29T18:57:00.000Z,"A behind-the-scenes look at how this #NVIDIAHalloween costume was created — great work, mom! https://t.co/rMONyiDrxh",1851337454701461672,en,7,0,54,0,2,26075,61559439,nvidia
1851313066618818966,['1851313066618818966'],2024-10-29T17:20:05.000Z,"We spotted mini-Jensen in Taiwan, well-crafted GPUs in hand! In the spirit of the season, tag your costumes #NVIDIAHalloween for the chance to be featured on our Threads channel (https://t.co/0M1BmEUkoD) all week. #HalloweenCostume https://t.co/ZGPmhnwWku",1851313066618818966,en,49,6,390,12,16,62531,,nvidia
1850933901986074896,"['1850932597859512564', '1850933901986074896']",2024-10-28T16:13:25.000Z,".@xAI's Colossus in Memphis, the world's largest AI supercomputer with 100,000 NVIDIA Hopper GPUs, achieves new heights with NVIDIA Spectrum-X Ethernet. A testament to NVIDIA's dedication to #AI progress.

Read more: https://t.co/NDSMpQKbGl https://t.co/KpLpWg3Ao1",1850933901986074896,en,779,136,4431,161,392,525993,,nvidia
1849913325250867243,['1849913325250867243'],2024-10-25T20:38:01.000Z,"Join us at this year’s SHPE National Convention. Whether you’re interested in internships, full-time opportunities, or want to learn more about the innovative work we’re doing, our team is excited to connect with you. https://t.co/Y9OGP9zpvb #SHPE2024 https://t.co/EtxVrGLOoQ",1849913325250867243,en,20,4,97,0,4,32831,,nvidia
1849548716467708124,['1849548716467708124'],2024-10-24T20:29:11.000Z,"At our #AIsummit in Mumbai, our CEO Jensen Huang and Reliance Industries Chairman Mukesh Ambani discussed #AI infrastructure investments that will revolutionize industries and position India as a global leader. Read the recap on our blog: https://t.co/UfiDKRnpMA @RIL_Updates",1849548716467708124,en,69,6,317,12,14,66936,,nvidia
1848779736660480100,['1848779736660480100'],2024-10-22T17:33:32.000Z,"At the #AIsummit in Washington, D.C., policymakers, civil servants, and industry leaders experienced the transformative impact of #AI firsthand.

Access session replays, now available to watch on demand: https://t.co/Er4j99MIaD

Watch the event recap: https://t.co/aJvSH9AQWp https://t.co/MoimAub3XW",1848779736660480100,en,26,4,137,3,8,36549,,nvidia
1848519251763605928,"['1848510544870846792', '1848519251763605928']",2024-10-22T00:18:28.000Z,"Don’t miss this visionary conversation with our CEO Jensen Huang and @Gartner_inc’s Daryl Plummer on #AI, leadership, and innovating the future. https://t.co/d3LTl6o3C9 #GartnerSYM https://t.co/kuEAkLLsER",1848519251763605928,en,27,3,127,2,9,36452,,nvidia
1848434113180537114,['1848434113180537114'],2024-10-21T18:40:09.000Z,"At #HLTH2024, we're thrilled to announce our partnership with @Microsoft, providing AI startups from the #NVIDIAInception and @msft4startups programs with access to essential tools and resources to solve complex healthcare challenges. https://t.co/8mIMMMsFCc https://t.co/Dc9kbywCF3",1848434113180537114,en,33,3,150,2,11,33862,,nvidia
1847319034737357296,['1847319034737357296'],2024-10-18T16:49:14.000Z,Ruixuan Li is leading the way in developing GPU architecture. Explore her journey as she works on defining next-generation #AI technology. #NVIDIAlife https://t.co/dHljVTjcqW,1847319034737357296,en,13,2,131,2,4,30786,,nvidia
1846579515541033218,['1846579515541033218'],2024-10-16T15:50:38.000Z,"At #LenovoTechWorld, our CEO Jensen Huang joined Lenovo CEO Yuanqing Yang to introduce Lenovo Hybrid AI Advantage with NVIDIA and unveil new solutions featuring @Lenovo's latest Neptune liquid-cooling technology for #NVIDIABlackwell. https://t.co/uhCReSHBBD",1846579515541033218,en,44,7,221,5,5,41381,,nvidia
1845872178488922472,['1845872178488922472'],2024-10-14T16:59:56.000Z,"Dion Harris, NVIDIA Data Center Product Marketing Head, highlights how our NVIDIA Blackwell platform provides 25x lower cost and energy consumption for generative #AI model inference than our previous generation—enabling industries to optimize #datacenter productivity. https://t.co/cDMG6woDXk",1845872178488922472,en,45,5,175,2,10,44856,,nvidia
1844050050227540204,"['1844049544704606628', '1844050050227540204']",2024-10-09T16:19:27.000Z,"Boost your application performance and ROI with our ongoing optimizations of leading #LLMs, designed to deliver high throughput and low latency for real-time demands. Learn more: https://t.co/bwnTJDZeMb https://t.co/uRu8TGu7bS",1844050050227540204,en,47,3,252,2,6,33337,,nvidia
1843759150326788435,"['1843758325554364856', '1843758908340613611', '1843759045523722732', '1843759150326788435']",2024-10-08T21:03:31.000Z,"Today at #AIsummit, VP of Enterprise Platforms Bob Pette highlighted how our accelerated computing platform is critical to the next wave of industrial, cybersecurity, scientific and healthcare transformations. https://t.co/gbNd8N4zwi #AI",1843759150326788435,en,30,1,175,1,6,34177,,nvidia
1843709817430651197,"['1843708496715624528', '1843709817430651197']",2024-10-08T17:47:29.000Z,"#NVIDIABlackwell has arrived. @OpenAI , we’re excited to see what you can do with one of the first engineering builds of the #NVIDIADGX B200 system.

Learn more about DGX B200 here: https://t.co/6oGaZuPkSV https://t.co/4kjHWukKb5 https://t.co/SGQstED295",1843709817430651197,en,192,26,1087,35,75,196931,,nvidia
1843334688351322574,['1843334688351322574'],2024-10-07T16:56:51.000Z,"Tune in to the #CES2025 opening keynote by our CEO Jensen Huang live in Las Vegas on Monday, January 6, at 6:30 p.m. PT. https://t.co/kMkKNXvRge https://t.co/Adv1WfVPvj",1843334688351322574,en,134,14,729,29,60,69016,,nvidia
1842235321125060934,['1842235321125060934'],2024-10-04T16:08:22.000Z,"Discover the career journey of NVIDIA solutions architect Inaki Madrigal, whose passion for customer success led him to a four-month rotation with our applied systems engineering team. #NVIDIAlife https://t.co/EgVdoVh1Wg",1842235321125060934,en,16,1,93,0,2,28428,,nvidia
1841984056361156989,['1841984056361156989'],2024-10-03T23:29:56.000Z,Our CEO Jensen Huang joined @Accenture CEO Julia Sweet to discuss how the newly launched Accenture NVIDIA Business Group is set to revolutionize how businesses operate by combining Accenture’s cutting-edge AI Refinery with the full NVIDIA AI stack. https://t.co/P7s8zKILLH,1841984056361156989,en,47,1,192,2,11,31434,,nvidia
1841910848010502457,['1841910848010502457'],2024-10-03T18:39:01.000Z,Explore AI's role in energy efficiency with NVIDIA’s Josh Parker. Learn how GPUs and #AI are transforming energy use and aiding climate solutions. 🎧 Tune in now: https://t.co/Lr2xwbd4ZS #EnergyEfficiency,1841910848010502457,en,32,0,139,1,10,30586,,nvidia
1841515550930845724,['1841515550930845724'],2024-10-02T16:28:15.000Z,We’re thrilled to be part of the Grace Hopper Celebration this October. Join us in the Expo Hall as we celebrate and empower #WomenInTechnology at #GHC24. Come discover why NVIDIA is like no other place you’ve ever worked. https://t.co/UDOx1EgRvK https://t.co/MWJS0svRHY,1841515550930845724,en,25,3,122,1,1,29220,,nvidia
