edit_history_tweet_ids,text,conversation_id,created_at,lang,in_reply_to_user_id,id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,username
['1624755632401223680'],"""Anything Goes"" is the title of @HeronPreston's first-ever show at #NYFW and it was a sight to behold and see the designer/DJ's interpretation of New York through a collection.

Photos by @thestreetsensei https://t.co/DeqMz63cyM",1624755632401223680,2023-02-12T13:01:43.000Z,en,,1624755632401223680,28,3,70,0,4,18601,FashionWeek
['1624484021089587204'],"Spotlight Series - Black Impact 

Pat McGrath, fondly known as “Mother” by her army of cult followers and fans is the fashion industry’s most iconic makeup artist and owner of Pat McGrath Labs.  Anna Wintour has dubbed her “the most influential makeup artist in the world.” https://t.co/sv0C2pIGiC",1624484021089587204,2023-02-11T19:02:26.000Z,en,,1624484021089587204,33,5,96,0,2,21412,FashionWeek
['1624467395271090179'],"""Please don't eat my friends"" is what @CollinaStrada dubbed their latest collection. Many of the models, few of whom are the designer's friends, wore animal prosthetics on the models' faces in the shape of amphibians, rabbits, and more. https://t.co/353ntEhfOT",1624467395271090179,2023-02-11T17:56:22.000Z,en,,1624467395271090179,28,2,60,1,3,18182,FashionWeek
['1624249750785609728'],"Vibe shift 😍 Mystical moments from #Rodarte's Fall 2023 show. #IMGFashionAlliance
 
📸 - @madiatkins https://t.co/gMnF6cEPFR",1624249750785609728,2023-02-11T03:31:32.000Z,en,,1624249750785609728,65,5,231,5,8,57386,FashionWeek
['1624122083205578780'],"Take a look at the in-between moments at the #ChristianSiriano show backstage. For last night's show, @CSiriano invited the iconic trio: #LindsayLohan, #JuliaStiles, and #QuintaBrunson as his guests of honor. 

Photos by @_janekim https://t.co/ukWn218NVD",1624122083205578780,2023-02-10T19:04:14.000Z,en,,1624122083205578780,35,1,114,1,6,21114,FashionWeek
['1624101226336989215'],"Always one to turn heads, the #StreetsAtNYFW never disappoints. Which fit from #NYFW is your fave?

Photos by @leeoliveira https://t.co/H4xYrqxsz4",1624101226336989215,2023-02-10T17:41:21.000Z,en,,1624101226336989215,33,0,96,1,3,14097,FashionWeek
['1624031276649877504'],"It wouldn’t be a #ChristianSiriano show without all the drama—especially with his muse, #CocoRocha, giving us the high fashion glamour we so desperately needed. @CSiriano kicks off #NYFW and the entire Fashion Month on a high note. See more of the show in our stories. https://t.co/8Y0B74FnFc",1624031276649877504,2023-02-10T13:03:24.000Z,en,,1624031276649877504,54,4,144,2,6,22458,FashionWeek
['1623734104062664705'],"Last week, #MarcJacobs finally returned to the runway after a 3-year hiatus. The show was attended by some of his closest friends with an impressive frontrow by the likes of #EmilyRatajkowski, #AshleyGraham, #DebbieHarry, #DebiMazar, #AnnaWintour #NickyHilton, and more. https://t.co/YPqKoGAkY1",1623734104062664705,2023-02-09T17:22:32.000Z,en,,1623734104062664705,34,1,82,2,2,16789,FashionWeek
['1623345860384903169'],"Spotlight Series: Black Impact
#OlivierRousteing became the Creative Director of #Balmain at 24 in 2011. He has been successful in building a recognizable brand identity informed by the brand's magnificent archives, intricate craftsmanship, &amp; mastery of couture tradition. ⁠
⁠ https://t.co/PfwUo5DDfk",1623345860384903169,2023-02-08T15:39:48.000Z,en,,1623345860384903169,27,3,70,2,3,16265,FashionWeek
['1622445283471671297'],"It's the night of the dramatic trains. From #DojaCat, #Anitta, #JLo, #EllaMai, and many more the #Grammys red carpet exuded extravagance and glamour with beautiful gowns that brought in a little oomph with a train. 

Photos from @gettyimages https://t.co/ZhF42fcvWs",1622445283471671297,2023-02-06T04:01:13.000Z,en,,1622445283471671297,74,8,195,3,2,21511,FashionWeek
['1622441366138527745'],"Leave it to #Lizzo to make an unforgettable entrance at the #Grammys red carpet! Her floral orange coat when opened reveals a beautiful form-fitting corset dress underneath. 

Photos from @gettyimages https://t.co/ywNCQLF1gq",1622441366138527745,2023-02-06T03:45:39.000Z,en,,1622441366138527745,32,2,72,1,1,13774,FashionWeek
['1622433982964023299'],"At tonight's #Grammys, #CardiB stuns at the red carpet in a custom #GuaravGupta piece from the designer's recent #HauteCouture runway. We also can't get over her full-metal presenter look onstage (swipe to the last frame). 

 Photos from @gettyimages https://t.co/my9RfVU0Ih",1622433982964023299,2023-02-06T03:16:19.000Z,en,,1622433982964023299,37,2,99,1,1,15987,FashionWeek
['1622271570105307141'],"The #Grammys has always served us the most unforgettable fashion moments of all time. Swipe to see some our favorites like #JLo in #Versace, #LadyGaga in #ArmaniPrive, #CardiB in vintage #Mugler, and #GraceJones in the most avant-garde look the carpet has ever seen at the time. https://t.co/o1hDxJ4KBc",1622271570105307141,2023-02-05T16:30:57.000Z,en,,1622271570105307141,50,2,123,1,4,18196,FashionWeek
['1621561977179967489'],"World-renowned designer #PacoRabanne has passed away at the age of 88. Come down memory lane as we pay tribute to the designer's most influential avant-garde looks at the height of his space-age aesthetic runways. 

Our hearts go out to @PacoRabanne's loved ones. #RestInPower https://t.co/D3g1klZ0R7",1621561977179967489,2023-02-03T17:31:17.000Z,en,,1621561977179967489,60,2,187,6,6,19923,FashionWeek
['1619093470089445376'],"You're looking at the intricate mind of Indian designer, #GauravGupta, at his first #HauteCouture show. The collection follows ""Shunya"", an Indian concept meaning zero. Highlighting endlessness and infinity with gravity-defying sculpting into the looks that went down the runway. https://t.co/Tt8DXrYrir",1619093470089445376,2023-01-27T22:02:19.000Z,en,,1619093470089445376,84,13,297,7,14,29405,FashionWeek
['1618671275030740992'],"About last night, #Valentino held their Haute Couture show in Paris and it was definitely a star-studded event. #SUGA from #BTS, #AnneHathaway, #DojaCat, and #KylieMinogue were among the few in attendance. 

Photos by @gettyimages https://t.co/O1tCcBLw1y",1618671275030740992,2023-01-26T18:04:40.000Z,en,,1618671275030740992,868,45,2633,13,34,70353,FashionWeek
['1618308916588208139'],"No denying that #GiambattistaValli will always be synonymous to extravagant and voluminous gowns 💖 Swipe for some of our favorites from the collection ➡️

Photos by @gettyimages https://t.co/xYD9mvzgjE",1618308916588208139,2023-01-25T18:04:47.000Z,en,,1618308916588208139,46,0,126,0,6,18560,FashionWeek
['1617234595367292928'],"Crafted like stone. #Lowe's #FW23 collection features trench coats with arched shoulders and mysteriously hollow interiors. The brushed velvet creates a sensual yet sterile appearance - bringing new meaning to statement-coats.

Photos by @gettyimages https://t.co/Hgv23a7qTh",1617234595367292928,2023-01-22T18:55:48.000Z,en,,1617234595367292928,28,6,75,3,0,19398,FashionWeek
['1615528554736893953'],"#YSL Club. #JennaOrtega, #SteveLacy, #ChloeCherry, #LauraHarrier and more topped the night off with a stunning show for @ysl's #FW23 collection at #MensFashionWeek. ⁠
⁠
Photos by @gettyimages https://t.co/I5nOwhA1CV",1615528554736893953,2023-01-18T01:56:37.000Z,en,,1615528554736893953,67,5,175,2,4,28668,FashionWeek
['1615062797594857492'],"Details - a symbiotic relationship between texture, prints, and design at #Etro's Mens Fall/Winter 2023 show.

Photos by @gettyimages https://t.co/VhDCjYXI5j",1615062797594857492,2023-01-16T19:05:52.000Z,en,,1615062797594857492,40,3,95,2,3,16889,FashionWeek
['1615058956107321367'],"Soft-groovy. #MensFashionWeek is underway and #Etro's Menswear #FW23 show is bringing us textures, psychedelic-prints, and vintage style in a warm winter bundle.

Photos by @gettyimages https://t.co/GFjLjOclgp",1615058956107321367,2023-01-16T18:50:36.000Z,en,,1615058956107321367,45,1,92,2,2,15294,FashionWeek
['1614696571509014529'],"Guests of #Gucci. #IdrisElba, wife #SabrinaDhowre Elba and more sit front row at the Men's #FW23 show in Milan.

Photos by @gettyimages https://t.co/9rwXXJlNH2",1614696571509014529,2023-01-15T18:50:36.000Z,en,,1614696571509014529,32,3,69,1,2,15511,FashionWeek
['1614307761893871627'],"It's #skimask season. Designer, @milatextiles makes one-of-one pieces with hand-crafted embroidery. The UK based designer specializes in #wearableart inspired by surrealism.

Photos courtesy of designer https://t.co/HRV1UzsryF",1614307761893871627,2023-01-14T17:05:37.000Z,en,,1614307761893871627,23,0,64,0,3,14637,FashionWeek
['1613984309123088385'],"It's giving winter warriors. #MartineRose presents her #FW23 collection at the esteemed trade show, #PittiUomo in Florence, Italy. The revered collection is a mix of Italian and British styles with a worn out edge. 

Photos by @GettyImages https://t.co/2p7QT1B0QE",1613984309123088385,2023-01-13T19:40:20.000Z,en,,1613984309123088385,37,1,74,4,2,13950,FashionWeek
['1613582393889153029'],"Designer, Sam Harper of @harpercollective developed the fabric technique for her beloved 'Bubble Sleeves'. Harper's inspired by the hair accessories that she wore growing up. https://t.co/xU3mEEuC9u",1613582393889153029,2023-01-12T17:03:16.000Z,en,,1613582393889153029,32,2,104,1,1,15148,FashionWeek
['1613220116954550284'],"@naomigilon has entered the chat with a unique medium: ceramics. The neon green bag is composed without a plaster mold, but with the modeling technique. His work questions popular culture by bringing together the sublime and the terrifying.

Photos courtesy of designer https://t.co/9DwrGmEJhd",1613220116954550284,2023-01-11T17:03:42.000Z,en,,1613220116954550284,33,3,93,1,5,15324,FashionWeek
['1613200085843681280'],"She is the moment. #JenniferCoolidge stuns in #DolceGabbana as she wins a #GoldenGlobe for #Netflix's show of the season, #WhiteLotus. 

Photos by @GettyImages https://t.co/b1MZCbaOay",1613200085843681280,2023-01-11T15:44:06.000Z,en,,1613200085843681280,25,2,102,0,1,15497,FashionWeek
['1612935791117836290'],"#BlackHistoryMonth is coming up and we want to hear from you! 

We will be highlighting Industry Leaders  (emerging and established) on our Instagram in February. Reply with who you think we should spotlight. ⬇️

Designers, models, photographers, executives, stylists✨",1612935791117836290,2023-01-10T22:13:54.000Z,en,,1612935791117836290,12,2,18,0,0,21656,FashionWeek
['1612510104200306708'],"Welcome to @hoda_kova world, where clocks are shirts and belts are purses. The brand which was founded in 2021 by Ellen Hodakova Larsson has already caught the attention of #KylieJenner who was seen grasping a White Buckle Baguette Bag

Photos courtesy of designer and @roarvale https://t.co/xbnWrdwYTu",1612510104200306708,2023-01-09T18:02:22.000Z,en,,1612510104200306708,33,2,88,1,1,15883,FashionWeek
['1611791199991382024'],"#BottegaVeneta ditches their signature woven style for the recently released, Double-Knot spaghetti bag. The brand has perfectly named this sandy beige tone, 'Porridge'.

Photo courtesy of @styleappetite https://t.co/iY1GMUOQsp",1611791199991382024,2023-01-07T18:25:42.000Z,en,,1611791199991382024,36,2,106,1,1,19670,FashionWeek
['1611100379839713281'],"We're in a hybrid footwear frenzy. #AncutaSarca launched her eponymous label in 2019 and already has a long list of famous clients. From #DuaLipa to #BellaHadid, everyone is dying to get their hands on the upcycled shoes and accessories. 

Photos courtesy of designer https://t.co/XeDCK3bHWY",1611100379839713281,2023-01-05T20:40:38.000Z,en,,1611100379839713281,43,4,64,1,5,15748,FashionWeek
['1610697448464302082'],"Supercharged cowboy energy. #Goomheo's #SS23 collection titled, Dystopian Beach, reconstructs classic western tropes and manipulates denim and leather to elevate an iconic aesthetic. ⁠
⁠
Photos by @anjamayehats and @goomheo⁠ https://t.co/uZPz8SjLbL",1610697448464302082,2023-01-04T17:59:31.000Z,en,,1610697448464302082,21,2,51,2,5,13240,FashionWeek
['1610312759446487041'],"He's broke - I'm up. #AlixEarle wears #NadineMerabi to kickoff the New Year at #MileyCyrus' New Year's Eve Party.

Photo courtesy of @alix_earle https://t.co/rsOAsrTSiZ",1610312759446487041,2023-01-03T16:30:54.000Z,en,,1610312759446487041,35,2,79,2,1,20738,FashionWeek
['1609962954891448320'],"#Celine's 2023 Women's Winter collection, Age of Indieness brings back indie-sleaze. The newest collection features buckle bags, biker boots, faux fur jackets, thin ties, skinny jeans, and loose-fitting sequined gowns.

Photos by @Gettyimages https://t.co/glIJAGix2o",1609962954891448320,2023-01-02T17:20:54.000Z,en,,1609962954891448320,55,2,123,3,2,17304,FashionWeek
['1608586505664040961'],"We are saddened to share that the legendary Dame #VivienneWestwood has died at age 81. The British designer and activist was a pioneer of the punk fashion movement of the 1970s and made a lasting mark on fashion.

🤍

Photos by @gettyimages https://t.co/sACwjaavGd",1608586505664040961,2022-12-29T22:11:23.000Z,en,,1608586505664040961,159,8,456,19,6,44549,FashionWeek
['1608542277894389760'],"In the words of #WendyWilliams, it's time for #ShoeCam. Photographer, @chiaraobscura captures the feet of fashion cities from #Milan to #NYC.

Photos by @chiaraobscura https://t.co/ZblhbCUz2O",1608542277894389760,2022-12-29T19:15:38.000Z,en,,1608542277894389760,40,3,88,0,4,15492,FashionWeek
['1608200535546413062'],"It's the bag coordination for us. #BackOfHouse at #Givenchy's #SS23 show in Paris.

Photos by @gettyimages https://t.co/nvh7jziQOI",1608200535546413062,2022-12-28T20:37:41.000Z,en,,1608200535546413062,41,1,119,1,3,16258,FashionWeek
['1607837927890903042'],"She really is a better boyfriend. This Fall, #DoveCameron sat front row at the Valentino show at #PFW. The tv-actress turned popstar goes for a soft look with a pop of color. 

Photos by @gettyimages https://t.co/eDsBLVskjW",1607837927890903042,2022-12-27T20:36:48.000Z,en,,1607837927890903042,39,2,104,1,1,13943,FashionWeek
['1607059322198020102'],"Perfect for finding personal space from your family during the holidays. 

@aidesign.png brings us #biomimicry, which is by definition: the design and production of materials, structures, and systems that are modeled on biological entities and processes. 

Photos by @aidesign.png https://t.co/9Ww6x061h4",1607059322198020102,2022-12-25T17:02:54.000Z,en,,1607059322198020102,42,6,75,5,3,19947,FashionWeek
['1606727694586187776'],"#BackOfHouse at Andreādamo’s #SS23 collection in Milano. The Italian born designer contrasts neutral tones with pops of color and manipulates fabric throughout. 

Photos by @roberta_sciruicchio https://t.co/NVJFjYNqnQ",1606727694586187776,2022-12-24T19:05:08.000Z,en,,1606727694586187776,17,2,52,0,0,13432,FashionWeek
['1606348408989650952'],"@federicocinaofficial is fueled by the mission to create sustainable garments within their hometown of Romagna, Italy. Italian-inspired rusty pinks and nudes flow through the #SS23 collection. 

Photos by @gabrielerosati_
Stylist : @marcodrammis https://t.co/b1aormgOAR",1606348408989650952,2022-12-23T17:57:59.000Z,en,,1606348408989650952,19,2,36,0,2,11404,FashionWeek
['1605988712881553409'],"Slow fashion meets couture. Rahul Mishra's, ""The Tree of Life"" Fall '22 Couture collection at #ParisHauteCoutureWeek is hand embroidered by the local craft community of India. 

Photos by @gettyimages https://t.co/sK3g51O7S6",1605988712881553409,2022-12-22T18:08:41.000Z,en,,1605988712881553409,33,1,154,3,6,15800,FashionWeek
['1604895122650431489'],"Sitting pretty. #WinnieHarlow and #KimKardashian front row at the #Fendi show in #NYC. 

Photo by @gettyimages"" https://t.co/8kKMDuBgU6",1604895122650431489,2022-12-19T17:43:09.000Z,en,,1604895122650431489,25,5,158,1,1,25189,FashionWeek
['1604160304786526209'],"Designer, @KwameAduseiOnline presented his Linked Hearts' Winter Collection at #MiamiArtBasel. The heritage brand pairs influences from Adusei's Ghanaian background with deconstructed tailoring and elegant draping.

Photographer: @joshsalcedo @awquakiss @nickxshotz @ianwokeup⁠ https://t.co/RzOJtw1740",1604160304786526209,2022-12-17T17:03:15.000Z,en,,1604160304786526209,23,2,65,0,2,13467,FashionWeek
['1603797782195838977'],"Head to toe in @chet_lo. The #SS23 collection is titled, “BAI SUN”, which translates as, “to pray” in Cantonese.

Photos courtesy of designer https://t.co/ysuFDxIRRk",1603797782195838977,2022-12-16T17:02:43.000Z,en,,1603797782195838977,14,1,38,0,1,11063,FashionWeek
['1603501164598788097'],"Dear #MichelleObama, you're serving - respectfully. It has always been a pleasure to admire the stunning powersuits and ballgowns of the First Lady's time in office. Now queuing her slay-era. ⁠
⁠
Styling and photos by @meredithkoop https://t.co/fO2Sh0GMmB",1603501164598788097,2022-12-15T21:24:03.000Z,en,,1603501164598788097,32,1,63,1,6,12892,FashionWeek
['1603435509539282944'],"Here comes the bride 🤍 #AcneStudios' Spring '23 #RTW show, set at #PalaisDeTokyo in Paris, is inspired by wedding attire. . 

Photos by @gettyimages https://t.co/zgHSEwsple",1603435509539282944,2022-12-15T17:03:10.000Z,en,,1603435509539282944,17,1,66,0,1,11718,FashionWeek
['1603116645773361153'],"Zoe Saldana in #Schiaparelli for #Avatar 2: The Way Of Water Premiere 🖤

Photos by @gettyimages https://t.co/BqYTWSETb8",1603116645773361153,2022-12-14T19:56:07.000Z,en,,1603116645773361153,22,2,95,1,1,0,FashionWeek
['1600216823743619074'],"#AlexaDemie in Alaïa’s spring 1992 collection and #TaylorRussel in Schiaparelli’s spring 2022 couture.

The pair is twinning in Christian Louboutin black pointed pumps.
⁠
Photos by @gettyimages https://t.co/XEb4wT0KZv",1600216823743619074,2022-12-06T19:53:16.000Z,en,,1600216823743619074,19,15,78,2,2,0,FashionWeek
['1600193255483768832'],"Tune-in: @ashleygraham will be speaking at 92NY for Fashion Icons with Fern Mallis on December 7th at 7:30pm. 

Purchase tickets to tune-in virtually or live at the Kaufman Concert Hall.

https://t.co/DTJJHcAQya https://t.co/RELjm49N5v",1600193255483768832,2022-12-06T18:19:36.000Z,en,,1600193255483768832,12,0,15,1,0,0,FashionWeek
['1599886918497476617'],"#Dior held the first fashion show in front of the Pyramids of Giza. Iconic designer, #KimJones planned the destination runway in Cairo, Egypt with astroglogy in mind. Jones said, “my interest in ancient Egypt is about the stars and the sky."""" 

Photos by @GettyImages"" https://t.co/ivyjm4Hi86",1599886918497476617,2022-12-05T22:02:20.000Z,en,,1599886918497476617,50,3,92,0,1,0,FashionWeek
['1598787070549495827'],"#VirgilForever 🖤 #OffWhite #SS23 in Paris. 

Photos by @iulia_matei https://t.co/HkvpsK5DCL",1598787070549495827,2022-12-02T21:11:56.000Z,fr,,1598787070549495827,21,2,115,1,4,0,FashionWeek
['1598431770369728532'],"ICYMI: Ludovic de Saint Sernin will present his first collection as Creative Director in March 2023 during Paris Fashion Week. De Saint Sernin started his label in 2017 and is loved for his passionate rejection to gendered dressing and gothic influences. 

Photos by @gettyimages https://t.co/El2RBpUVUS",1598431770369728532,2022-12-01T21:40:06.000Z,en,,1598431770369728532,9,1,18,1,1,0,FashionWeek
['1598021992141230082'],"The party never ends when you're wearing it. #KevinGermanier and Brazilian artist, Gustavo Silvestre upcycle beads, feathers and fabrics for their Spring '23 #RTW show at #ParisFashionWeek titled, ANNIHILATION. 

Photos by @gettyimages https://t.co/DxDDJFh7X0",1598021992141230082,2022-11-30T18:31:47.000Z,en,,1598021992141230082,36,1,78,3,2,0,FashionWeek
['1597613581582876672'],"We'll take the collection with a large side of fries. Finland based brand, @vain_official just debuted their newest collection crafted from upcycled McDonald's workwear. Fast food meets slow fashion in this 13-piece capsule. ⁠
⁠
Photos by @angelineilmast⁠ https://t.co/dxzjZdX8rP",1597613581582876672,2022-11-29T15:28:54.000Z,en,,1597613581582876672,17,1,38,0,0,0,FashionWeek
['1597270316455182339'],"The best of Australia’s fashion industry arrived at @aufashionweek’s annual, #AustralianFashionLaureate which awards leadership and innovation in the Australian fashion industry. Congratulations to the 2022 winners!

Photos by @jo_duck https://t.co/sWC0Sy8Azk",1597270316455182339,2022-11-28T16:44:53.000Z,en,,1597270316455182339,15,0,31,0,1,0,FashionWeek
['1595466170609672194'],"Need a charge? Fashion is everything and everywhere, especially in @nicolemclaughlin's world. The upcycle artist and designer has collaborated with #Fila, #OpeningCeremony, #CalvinKlein and more.⁠
⁠
Photos from @nicolemclaughlin⁠
⁠ https://t.co/QZ9fXK8zLr",1595466170609672194,2022-11-23T17:15:52.000Z,en,,1595466170609672194,13,2,38,2,5,0,FashionWeek
['1595214932433408006'],"#Boybands forever. #TXT made their first appearance at the #AMAs in #SaintLaurent. Group members, Yeonjun, Soobin, Beomgyu, Taehyun, and Huening Kai elevated classic grunge and indie looks reminiscent of the early 2000s.⁠
⁠
Photos by @GettyImages https://t.co/iitFnDpgYZ",1595214932433408006,2022-11-23T00:37:32.000Z,en,,1595214932433408006,1449,17,4455,23,48,0,FashionWeek
['1595191550514003968'],"The new face of #Boss. #NaomiCampbell, #Future, #KhabyLame, and #BigBoy opened Boss’ #FW22 show at #MilanFashionWeek. Formerly known as Hugo Boss, the 98-year-old fashion house now has two sub-labels: Hugo and Boss. 

Video from @eurowomandk 
Edit by @samuraisyd https://t.co/aRkSyPUSEz",1595191550514003968,2022-11-22T23:04:37.000Z,en,,1595191550514003968,11,0,36,0,1,0,FashionWeek
['1594783446743879680'],"News alert: #RafSimons announces in an Instagram post that his Spring/Summer 2023 collection is the last season of his namesake label.
⁠
Photo by @GettyImages https://t.co/zaphGarmRj",1594783446743879680,2022-11-21T20:02:58.000Z,en,,1594783446743879680,16,1,39,5,3,0,FashionWeek
['1594755611207647232'],@Tinashe in @marcjacobs https://t.co/pxSJIDRveX,1594755563178672131,2022-11-21T18:12:21.000Z,und,72950235,1594755611207647232,14,1,41,2,1,0,FashionWeek
['1594755600633966592'],Coco Jones in @ANNAKIKIWORLD https://t.co/VN1ANwcJ5V,1594755563178672131,2022-11-21T18:12:18.000Z,es,72950235,1594755600633966592,7,1,41,1,0,0,FashionWeek
['1594755593256013825'],@joansmalls in Laquan Smith https://t.co/BwrAyqtuQz,1594755563178672131,2022-11-21T18:12:17.000Z,en,72950235,1594755593256013825,2,2,24,1,0,0,FashionWeek
['1594755585467105289'],@karrueche in @CSiriano https://t.co/hRe5YIdCoY,1594755563178672131,2022-11-21T18:12:15.000Z,und,72950235,1594755585467105289,13,2,93,1,1,0,FashionWeek
['1594755579028848662'],Sabrina Carpenter in @OscardelaRenta https://t.co/kbMqKcD0qs,1594755563178672131,2022-11-21T18:12:13.000Z,pt,72950235,1594755579028848662,15,1,154,3,2,0,FashionWeek
['1594755571219054600'],@_FloMilli in Nensi Dojaka https://t.co/wwMBg1ytrO,1594755563178672131,2022-11-21T18:12:11.000Z,in,72950235,1594755571219054600,4,3,56,1,1,0,FashionWeek
['1594383564359237632'],"#BackofHouse photos at #Trussardi’s #SS23 show in Milan. It’s the second collection for designers, Serhat Isik and Benjamin Huseby, who are exploring the archives of the Italian heritage brand.
⁠
Photos by @houseofemman https://t.co/9dMLtVyk03",1594383564359237632,2022-11-20T17:33:58.000Z,en,,1594383564359237632,9,0,36,0,0,0,FashionWeek
['1593742813765713921'],"It's giving #DoubleDate at #GQ's #MenOfTheYear Party. #KourtneyKardashian, #TravisBarker, #MeganFox, #MachineGunKelly and more arrived at the star-studded event last night in #Hollywood. Kourtney wears #Gaultier alongside Travis in #AdrienneLandau.  

Photos by @gettyimages https://t.co/OSly4ldkG1",1593742813765713921,2022-11-18T23:07:51.000Z,en,,1593742813765713921,16,0,36,3,0,0,FashionWeek
['1593735821156569088'],"#Seivson Designer Shen Zi-Qin says “My job is to have everyone be able to afford each item of the show."" She believes that the ""authentic interpretation of sustainability"" is when consumers love the product and it is also good quality.
⁠
Photos by Célestin Ma https://t.co/RiY8pNogKM",1593735821156569088,2022-11-18T22:40:04.000Z,en,,1593735821156569088,24,1,80,2,1,0,FashionWeek
['1593318567004381190'],"Catsuits, corsets and crowns, oh my! #KylieJenner, #LaverneCox, the #ClermontTwins and more attended the opening night of Thierry Mugler: Couturissime at the #BrooklynMuseum.

Photos from @gettyimages https://t.co/vSqPY1gxQ2",1593318567004381190,2022-11-17T19:02:03.000Z,en,,1593318567004381190,30,2,89,2,4,0,FashionWeek
['1592623177003597824'],Taylor Russell in Balenciaga at the Venice International Film Festival https://t.co/sSkbo8vQi8,1592623151577694209,2022-11-15T20:58:49.000Z,en,72950235,1592623177003597824,10,0,47,1,0,0,FashionWeek
['1592623170653388800'],Taylor Russell wearing Alexander McQueen at the Academy Museum Gala https://t.co/WiZ3DY6R5A,1592623151577694209,2022-11-15T20:58:48.000Z,en,72950235,1592623170653388800,18,2,71,0,2,0,FashionWeek
['1592623164395167744'],Taylor Russell wearing Schiaparelli at the BFI London Film Festival https://t.co/eCbR8NmB2d,1592623151577694209,2022-11-15T20:58:46.000Z,en,72950235,1592623164395167744,6,1,47,0,0,0,FashionWeek
['1592623157667852292'],Taylor Russell wearing Loewe at the ‘Bones &amp; All’ AFI Fest Screening https://t.co/0SCXtBJIcN,1592623151577694209,2022-11-15T20:58:44.000Z,en,72950235,1592623157667852292,4,1,37,0,1,0,FashionWeek
['1592623151577694209'],"This award season, we've gotten the pleasure of seeing #TaylorRussell killing it on the red carpet. We can't wait to see what else is to come for the #BonesAndAll actress. Thread of  her standout looks ⬇️

Photos by @gettyimages https://t.co/ecZcduHaDh",1592623151577694209,2022-11-15T20:58:43.000Z,en,,1592623151577694209,41,5,239,3,9,0,FashionWeek
['1592196404273098753'],"We're gushing over all the looks form this weekend's #Baby2Baby Gala in Hollywood. #LoriHarvey attended the fundraiser in #OffWhite alongside #KylieJenner in custom #Loewe, #AyeshaCurry in #GiambattistaValli and #KimKardashian in #Balenciaga.  ⁠
⁠
Photos by @GettyImages https://t.co/70wO9lzBSd",1592196404273098753,2022-11-14T16:42:59.000Z,en,,1592196404273098753,17,0,66,2,0,0,FashionWeek
['1591937373096804352'],"#VictoriaTomas celebrated their 10 year anniversary at their Spring '23 Ready-to-Wear show titled, Decade of Love, which was inspired by the 2000's and rave culture. The reversible collection features asymmetrical shapes &amp; a heart shaped motif throughout. ⁠
⁠
📸: @gettyimages https://t.co/4rblcVdCOj",1591937373096804352,2022-11-13T23:33:41.000Z,en,,1591937373096804352,32,0,56,0,0,0,FashionWeek
['1591921974275887104'],"The new 'End of Summer' uniform. #ChristianWijnants' Spring '23 #RTW collection is inspired by the tranquility felt during the final weeks of summer.
⁠
Photos by @madiatkins https://t.co/HYlSbJpXIX",1591921974275887104,2022-11-13T22:32:29.000Z,en,,1591921974275887104,17,1,63,0,2,0,FashionWeek
['1590059696895188992'],#AnokYai wears #PeterDo at the #CFDA Fashion Awards https://t.co/FfQnZeZ2Bc,1589788493399539712,2022-11-08T19:12:28.000Z,en,72950235,1590059696895188992,9,0,49,1,3,0,FashionWeek
['1590056663633260544'],#Cher wears #ChromeHearts at the #CFDA Fashion Awards https://t.co/SEEmwwGXRB,1589788493399539712,2022-11-08T19:00:25.000Z,en,72950235,1590056663633260544,22,3,63,2,2,0,FashionWeek
['1590054376848379907'],#AshleyGraham wears #PeterDo https://t.co/thoagInwrL,1589788493399539712,2022-11-08T18:51:19.000Z,en,72950235,1590054376848379907,1,1,19,1,0,0,FashionWeek
['1590054368073510912'],#GigiHadid wears #ThomBrowne https://t.co/Ts7VTdErom,1589788493399539712,2022-11-08T18:51:17.000Z,en,72950235,1590054368073510912,6,3,32,0,0,0,FashionWeek
['1590054361518198785'],#PalomaElsesser wears #LUAR https://t.co/zXevdgdOPm,1589788493399539712,2022-11-08T18:51:16.000Z,en,72950235,1590054361518198785,2,1,7,1,0,0,FashionWeek
['1590054353637109760'],#JanelleMonáe wears SS23 #ThomBrowne https://t.co/MuPAYrGBzf,1589788493399539712,2022-11-08T18:51:14.000Z,en,72950235,1590054353637109760,1,1,19,0,0,0,FashionWeek
['1590054097952313350'],Congratulations to #LawRoach on winning the first ever Stylist of the Year Award at #CFDA Fashion Awards last night ✨ https://t.co/96dhfS8Box,1590054097952313350,2022-11-08T18:50:13.000Z,en,,1590054097952313350,9,1,35,1,0,0,FashionWeek
['1590049226867646464'],"The man, the myth, the style icon. #LennyKravitz was named Fashion Icon at last night's #CFDA Fashion Awards. Kravitz wears a custom #LaquanSmith ensemble inspired by 90s rock and #DavidBowie. ⁠
⁠
Photos by @gettyimages https://t.co/Q5czInFHuE",1590049226867646464,2022-11-08T18:30:52.000Z,en,,1590049226867646464,15,0,37,1,0,0,FashionWeek
['1590042426814734336'],"Congratulations to #SKIMS! #KimKardashian, #EmmaGrede, and #JensGrede received the Innovation Award on behalf of Skims presented by Amazon Fashion at the #CFDA Fashion Awards last night.
⁠
Photos by @GettyImages https://t.co/JseILlTCfa",1590042426814734336,2022-11-08T18:03:50.000Z,en,,1590042426814734336,22,2,23,2,2,0,FashionWeek
