id,edit_history_tweet_ids,text,conversation_id,created_at,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,username
2029985177686901056,['2029985177686901056'],"""Bless"" anime adaptation announced. Airs in 2027.

Teaser: https://t.co/jbqsPNLRYf 

Director: Shoutarou Kitamura
Script: Fukurou Kamiza
Character Design: Honoka Yokoyama
Production: A-1 Pictures

https://t.co/KRkYJpdtNZ - #ブレス　#BLESS https://t.co/mIE3vhMxF4",2029985177686901056,2026-03-06T18:19:16.000Z,en,0,0,18,0,2,1647,AniListco
2028202184257556863,['2028202184257556863'],"""Scenes from Awajima"" new Visual and PV. Airs April 10, 2026.

PV: https://t.co/20xml0fOqo 

https://t.co/LzrHWlh98p - #淡島百景 https://t.co/wtliZCokfa",2028202184257556863,2026-03-01T20:14:17.000Z,en,0,0,19,0,1,1692,AniListco
2027041821075886513,['2027041821075886513'],"""Akane-banashi"" new Visual and PV. Airs April 4, 2026.

PV: https://t.co/yk5BdjgytW 

https://t.co/cG5Hj90M5X - #あかね噺 https://t.co/ItqisVvwXb",2027041821075886513,2026-02-26T15:23:25.000Z,ht,0,1,15,0,5,1567,AniListco
2025904854850281518,['2025904854850281518'],"A new ""Evangelion"" series has been announced.

Director: Kazuya Tsurumaki/Touko Yatabe
Script: Yoko Taro
Music: Keiichi Okabe
Production: Studio Khara/CloverWorks

https://t.co/z8JmVfngEg - #エヴァンゲリオン https://t.co/1qoCelZPwM",2025904854850281518,2026-02-23T12:05:31.000Z,tl,8,1,107,7,6,17129,AniListco
2025515943858684160,['2025515943858684160'],"""A Certain Dark Side's ITEM"" new Visual. Airs in 2026.

Director: Tatsuyuki Nagai
Character Design: Shigeki Kimoto
Production: J.C.STAFF

https://t.co/LceHZasWnn - #少女共棲 #アイテム #とある https://t.co/dgx9x2Q2kB",2025515943858684160,2026-02-22T10:20:07.000Z,en,0,0,24,0,1,2061,AniListco
2024815341373702261,['2024815341373702261'],"""Witch Hat Atelier"" new Visual and PV. Airs April 6, 2026.

PV: https://t.co/l8BYna6SVY 

https://t.co/GUan9SdMHs - #とんがり帽子のアトリエ #WitchHatAtelier #Δ帽子 https://t.co/AG13sj2v0K",2024815341373702261,2026-02-20T11:56:11.000Z,en,3,0,26,0,1,1682,AniListco
2024447658249568623,['2024447658249568623'],"""Agents of the Four Seasons: Dance of Spring"" new Visual and PV. Airs March 29, 2026.

PV: https://t.co/yTNpcdWAgh 

https://t.co/QaSmX1rQrp - #春夏秋冬代行者 https://t.co/xJSspqidnY",2024447658249568623,2026-02-19T11:35:08.000Z,en,0,0,18,0,1,1508,AniListco
2020487728551383440,['2020487728551383440'],"""Dorohedoro"" Season 2 new Visual. Airs April 1, 2026.

https://t.co/bmXF4dFGBt - #それがドロヘドロ https://t.co/ABAplmmx0z",2020487728551383440,2026-02-08T13:19:47.000Z,es,2,0,23,0,1,2001,AniListco
2018291018437681478,['2018291018437681478'],"""Daemons of the Shadow Realm"" new Visual and PV. Airs in April, 2026.

PV: https://t.co/1jjTTVNnoa 

https://t.co/jN8kemDvmi - #黄泉のツガイ #ヨミツガ https://t.co/h24WEaVLgg",2018291018437681478,2026-02-02T11:50:51.000Z,en,2,0,24,0,3,2064,AniListco
2018004924492103896,['2018004924492103896'],"""Chainsmoker Cat"" anime adaptation announced. Airs in July, 2026.

PV: https://t.co/HlSH5hHVd6 

Director: Taku Kimura
Script: Takashi Aoshima
Character Design: Riki Matsuura
Production: Bibury Animation Studios

https://t.co/Gh6ZrSpUjM - #ヤニねこ https://t.co/aDzT6EiBbG",2018004924492103896,2026-02-01T16:54:01.000Z,en,1,0,30,0,5,1784,AniListco
2017334018966990908,['2017334018966990908'],"""THE GHOST IN THE SHELL"" new Visual and PV. Airs in July, 2026.

PV: https://t.co/ZJ4aduxJYs 

https://t.co/fC2HO4uG7U - #攻殻機動隊 #theghostintheshell https://t.co/qF8fbHXCbe",2017334018966990908,2026-01-30T20:28:05.000Z,en,1,0,30,0,1,1713,AniListco
2016087792309186988,['2016087792309186988'],"""Nippon Sangoku"" anime adaptation announced. Airs in April, 2026.

PV: https://t.co/k96kJFyYsN 

Director: Kazuaki Terasawa
Character Design: Takahiko Abiru
Production: Studio Kafka

https://t.co/A8odP40u0M - #日本三國 #NipponSangoku https://t.co/6jqOVQs56D",2016087792309186988,2026-01-27T09:56:01.000Z,ro,2,0,16,0,2,1930,AniListco
2015334317438677410,['2015334317438677410'],"""Dragon Ball Super: The Galactic Patrol"" announced. 

https://t.co/2cmMcPstUa - #ドラゴンボール #DragonBall https://t.co/0xsxaNQeV1",2015334317438677410,2026-01-25T08:01:59.000Z,en,2,0,25,1,2,1591,AniListco
2014751068547055685,['2014751068547055685'],"""Scenes from Awajima"" new Visual and PV. Airs in April, 2026.

PV: https://t.co/ChT1q8uC5Z 

https://t.co/LzrHWlh98p - #淡島百景 https://t.co/CjrQXb9XJH",2014751068547055685,2026-01-23T17:24:21.000Z,en,0,0,11,0,1,1479,AniListco
2013637938316222888,['2013637938316222888'],"Previously announced ""Mobile Police Patlabor EZY"" consists of 3 parts releasing in theaters.

File 1: May 15, 2026
File 2: August 14, 2026
File 3: March,2027

PV: https://t.co/7e0c2vCP7D 

https://t.co/WBfzs9TiSP - #パトレイバーEZY #patlabor https://t.co/xZBsOa85Ep",2013637938316222888,2026-01-20T15:41:10.000Z,en,3,0,22,0,1,1817,AniListco
2013271047026430153,['2013271047026430153'],"""Ascendance of a Bookworm: Adopted Daughter of an Archduke"" new Visual and PV. Airs April 4, 2026.

PV: https://t.co/IaYVvgkljx 

https://t.co/8IIqTGIWZS - #本好きの下剋上 https://t.co/yhPGsFqxLf",2013271047026430153,2026-01-19T15:23:17.000Z,en,2,0,29,0,0,1641,AniListco
2011870696708640834,['2011870696708640834'],"""Armored Trooper Votoms: Die Graue Hexe"" project announced. Airs in 2026.

Teaser: https://t.co/85gTGT034X

Director: Mamoru Oshii
Production: Sunrise/Production I.G

https://t.co/HRbDS1rIJJ -  #ボトムズGH #votoms https://t.co/2R3aN8vsqu",2011870696708640834,2026-01-15T18:38:47.000Z,en,3,0,13,0,0,1680,AniListco
2010417806718713954,['2010417806718713954'],"""Firefly Wedding"" anime adaptation announced. Airs in October, 2026.

Director: Takahiro Kamei
Character Design: Yukiko Aikei
Studio: David Production

https://t.co/JSGgSleG5G - #ホタルの嫁入り https://t.co/69CabdeY5B",2010417806718713954,2026-01-11T18:25:31.000Z,en,1,0,21,1,1,2509,AniListco
2010299602071609669,['2010299602071609669'],"""Mushoku Tensei: Jobless Reincarnation"" Season 3 new Visual. Airs in July, 2026.

https://t.co/uk7bmbVvvY - #無職転生 https://t.co/wcmB69rrU3",2010299602071609669,2026-01-11T10:35:49.000Z,en,1,0,33,0,2,1771,AniListco
2010298335471587578,['2010298335471587578'],"""Frieren: Beyond Journey’s End"" Season 2 new PV. Airs January 16, 2026.

PV: https://t.co/KNMZAlRZbd 

https://t.co/03buBC53EI - #フリーレン2期 #フリーレン #frieren https://t.co/F3Gyk1jiPv",2010298335471587578,2026-01-11T10:30:47.000Z,en,2,0,28,0,2,1414,AniListco
2009939425967407243,['2009939425967407243'],"""The Ramparts of Ice"" new Visual and PV. Airs April 2, 2026.

PV: https://t.co/puJUxqrsLR 

https://t.co/wJ4vkPFPiA - #氷の城壁 https://t.co/wllqrT2ym0",2009939425967407243,2026-01-10T10:44:36.000Z,en,0,0,14,1,3,1491,AniListco
2008553261373022319,['2008553261373022319'],"""Cosmic Princess Kaguya!"" new Visual and PV. Streaming starting January 22, 2026.

PV: https://t.co/dIWTkRZqo8 

https://t.co/JWLYiitGQn - #超かぐや姫 #CosmicPrincessKaguya https://t.co/UzVgDv4sNB",2008553261373022319,2026-01-06T14:56:29.000Z,en,2,1,25,0,6,1708,AniListco
2007824973906247712,['2007824973906247712'],"""Wandering Witch: The Journey of Elaina"" sequel Movie announced.

PV: https://t.co/nKahm5SRkM 

https://t.co/Oy71NDpOLc - #魔女の旅々はいいぞ https://t.co/Gu7bW381JT",2007824973906247712,2026-01-04T14:42:32.000Z,en,2,0,26,0,1,1681,AniListco
2007824150174351463,['2007824150174351463'],"""Love Unseen Beneath the Clear Night Sky"" new Teaser. Airs in July, 2026.

PV: https://t.co/mGKk4kEtUs 

Director: Joe Yoshizaki
Script: Yuuko Kakihara
Character Design: Yoshihiro Sawada/Yuzuki Ishii
Production: Makaria

https://t.co/5aAojqQKAY - #anime_kakekoi #かけ恋 https://t.co/aqbn7l02ne",2007824150174351463,2026-01-04T14:39:15.000Z,en,0,0,10,0,1,1553,AniListco
2007388547506983406,['2007388547506983406'],"""Magical Girl Lyrical Nanoha EXCEEDS Gun Blaze Vengeance"" new Visual and Teaser. Airs in July, 2026.

PV: https://t.co/yk7vxIwkg2 

https://t.co/xRv5CsCqnX - #なのはEXGV #なのは #nanoha #なのは20th https://t.co/aHBm9bzBUx",2007388547506983406,2026-01-03T09:48:19.000Z,en,2,0,14,0,3,1676,AniListco
2006692017166827539,['2006692017166827539'],"""Historie"" anime adaptation announced. Production: LIDENFILMS.

Teaser PV: https://t.co/lQnRxKRBj7 

https://t.co/wTOW4cbahk - #ヒストリエ https://t.co/OSRM5JhF5l",2006692017166827539,2026-01-01T11:40:34.000Z,en,1,0,12,0,2,1652,AniListco
2006370849746530422,['2006370849746530422'],"""Kaguya-sama: Love is War - Final Chapter"" announced.

A new original Movie, written by Aka Akasaka as the conclusion to the series.

PV: https://t.co/27ESBZRo08 

https://t.co/BrH1koSUIU -  #かぐや様 https://t.co/FJXu95dLRJ",2006370849746530422,2025-12-31T14:24:21.000Z,en,2,0,30,1,1,1932,AniListco
2005221938935849250,['2005221938935849250'],"""Ruri Dragon"" anime adaptation announced. Production: Kyoto Animation.

Teaser: https://t.co/Ph6DsHv6vF 

https://t.co/VhxV7N46Nc - #ルリドラゴン https://t.co/7KppYmO545",2005221938935849250,2025-12-28T10:19:00.000Z,en,43,3,520,1,23,7704,AniListco
2004871267824845218,['2004871267824845218'],"""Jaadugar: A Witch in Mongolia "" new Visual and Teaser. Airs in July, 2026.

PV: https://t.co/uCmtoRWqlT 

Chief Director: Naoko Yamada
Director: Abel Gongora
Script: Kanichi Katou
Character Design: Kenichi Yoshida
Production: Science SARU

https://t.co/QNT6WsTFBP https://t.co/LeI7ueqFsH",2004871267824845218,2025-12-27T11:05:33.000Z,en,0,0,18,0,3,1884,AniListco
2004566822150955334,['2004566822150955334'],"""Kamiina Botan, Yoeru Sugata wa Yuri no Hana"" new Teaser. Airs in April, 2026.

PV: https://t.co/eJjKfxwUnT 

https://t.co/3V1jcf7BsA - #上伊那ぼたん https://t.co/pRksPeByPN",2004566822150955334,2025-12-26T14:55:48.000Z,in,6,0,18,0,2,2749,AniListco
2003725937183998250,['2003725937183998250'],"""In the Clear Moonlit Dusk"" new Visual and PV. Airs January 11, 2026.

PV: https://t.co/I1SfKLEnmy 

https://t.co/JStWgDrQnC - #うるわしの宵の月 https://t.co/v7wgNjtSAS",2003725937183998250,2025-12-24T07:14:25.000Z,en,3,0,20,0,0,1486,AniListco
2003724960125120616,['2003724960125120616'],"""Medalist"" Season 2 new PV. Airs January 24, 2026.

PV: https://t.co/jnKpnC7FkV 

https://t.co/d7gX6ClGbH - #メダリスト #medalist https://t.co/QtaSCZ7f9s",2003724960125120616,2025-12-24T07:10:32.000Z,ht,2,0,19,0,0,1499,AniListco
2003022216980533497,['2003022216980533497'],"""Kaiju Girl Caramelise"" anime adaptation announced. Airs in 2026.

PV: https://t.co/7nL1D1fCTi 

Director: Teruyuki Oomine
Script: Yuniko Ayana
Character Design: Mitomi Nakayama
Production: LIDENFILMS

https://t.co/4gp0Du2NQA - #乙女怪獣キャラメリゼ https://t.co/HZ6yH3Qgtl",2003022216980533497,2025-12-22T08:38:05.000Z,tl,1,0,17,0,1,1570,AniListco
2002663090207301649,['2002663090207301649'],"""Puella Magi Madoka Magica the Movie -Walpurgisnacht: Rising"" new Trailer. Opens in February, 2026.

Trailer: https://t.co/FHwcr67wLk ù

https://t.co/2DavTAadBG - #魔法少女まどかマギカ https://t.co/3Wajscr20t",2002663090207301649,2025-12-21T08:51:03.000Z,et,4,0,30,0,0,1556,AniListco
2002656073094746182,['2002656073094746182'],"""Kill Blue"" new Visual and PV. Airs in April, 2026.

PV: https://t.co/Ny3vtd5TmA

https://t.co/dTPHgUNQE2 - #キルアオ #KillBlue https://t.co/mv4C6zDkJt",2002656073094746182,2025-12-21T08:23:10.000Z,en,0,0,17,0,0,1315,AniListco
2002651811392475468,['2002651811392475468'],"""Chainsaw Man - Assassins Arc"" announced. New Visual and Teaser.

PV: https://t.co/nbn0RIPK93 

https://t.co/1GFbJFDgdT - #チェンソーマン #chainsawman https://t.co/tOYNlNy9UZ",2002651811392475468,2025-12-21T08:06:13.000Z,en,2,0,22,0,1,1256,AniListco
2002650669321228291,['2002650669321228291'],"""DAN DA DAN"" Season 3 new Visual. Airs in 2027.

https://t.co/OQmmjvNyCW - #ダンダダン #DANDADAN https://t.co/WHxpfdt3lf",2002650669321228291,2025-12-21T08:01:41.000Z,en,4,0,37,0,0,1786,AniListco
2002649742703051018,['2002649742703051018'],"""The Elusive Samurai"" Season 2 new Visual. Airs in July, 2026.

https://t.co/UDbfxdKiab - #逃げ若 #逃げ上手の若君 https://t.co/MTEuCvp9Lk",2002649742703051018,2025-12-21T07:58:00.000Z,en,0,0,18,0,0,1427,AniListco
2002649070616162709,['2002649070616162709'],"""BLEACH: Thousand-Year Blood War - The Calamity"" new Visual and Teaser. Airs in July, 2026.

PV: https://t.co/mODHGHLsa4 

https://t.co/gJQrNV7KLg - #BLEACH_anime #BLEACH https://t.co/hKnAQ3KK19",2002649070616162709,2025-12-21T07:55:20.000Z,en,2,1,31,0,4,1172,AniListco
2002647553486004353,['2002647553486004353'],"""Black Clover"" Season 2 new Visual and Trailer. Airs in 2026.

Trailer: https://t.co/tk3T9TUjtb 

https://t.co/7bWV2uCxnl - #ブラッククローバー https://t.co/IK1TZsCQlC",2002647553486004353,2025-12-21T07:49:18.000Z,en,1,0,22,0,1,995,AniListco
2002645087495307515,['2002645087495307515'],"""Akane-banashi"" new Visual and PV. Airs in April, 2026.

PV: https://t.co/08wKUN3z3Q 

https://t.co/cG5Hj90M5X - #あかね噺 https://t.co/z2sAcneiUa",2002645087495307515,2025-12-21T07:39:30.000Z,ht,1,0,24,0,2,1116,AniListco
2002306874985660838,['2002306874985660838'],"""SAKAMOTO DAYS"" Season 2 announced.

Teaser: https://t.co/8HuHRUu9QX 

https://t.co/2zmp6LBipE - #サカモトデイズ #SAKAMOTODAYS https://t.co/JFMPwB0LEP",2002306874985660838,2025-12-20T09:15:34.000Z,en,1,0,22,0,0,1369,AniListco
2002278403630633306,['2002278403630633306'],"""MASHLE: MAGIC AND MUSCLES"" Season 3 new Visual. Airs in 2027.

https://t.co/kGGxxBB5XJ - #マッシュル https://t.co/y1gXhzoqwq",2002278403630633306,2025-12-20T07:22:26.000Z,en,0,0,21,0,0,1325,AniListco
2002274164321681621,['2002274164321681621'],"""Kindergarten Wars"" new Visual and Staff.

Director: Shinsuke Gomi
Character Design: Junko Yamanaka
Production: Sunrise

https://t.co/a4w6ILtpKa - #幼稚園WARS #youchienwars https://t.co/Grv5EDYgp8",2002274164321681621,2025-12-20T07:05:35.000Z,en,2,0,16,0,2,1304,AniListco
2002271943462912503,['2002271943462912503'],"""Hell’s Paradise"" Season 2 new PV. Airs January 11, 2026.

PV: https://t.co/IkjxawR4Hv 

https://t.co/hm4xYqRBtJ - #地獄楽アニメ https://t.co/miXqQQKbnf",2002271943462912503,2025-12-20T06:56:46.000Z,en,1,0,20,1,1,1235,AniListco
2002270144207241508,['2002270144207241508'],"""Oblivion Battery"" Season 2 new Visual. Airs in 2027.

https://t.co/d8Sj93HArw - #忘却バッテリー https://t.co/VAQKhnElT5",2002270144207241508,2025-12-20T06:49:37.000Z,en,1,0,14,1,0,1009,AniListco
2002268776692158748,['2002268776692158748'],"""JUJUTSU KAISEN Season 3: The Culling Game"" Part 1 new PV. Airs January 8, 2026.

PV: https://t.co/nwzDnXEFxt 

https://t.co/vo5492ds2Z - #呪術廻戦 #死滅回游 https://t.co/FnOQDxPl1w",2002268776692158748,2025-12-20T06:44:11.000Z,en,0,0,14,0,0,941,AniListco
2002267181375951125,['2002267181375951125'],"""Mission: Yozakura Family"" Season 2 new Teaser. Airs in April, 2026.

PV: https://t.co/4z8d7L18DG 

https://t.co/bl4NLioOwp - #夜桜さんちの大作戦 #MissionYozakuraFamily https://t.co/dfRNZ4i7Je",2002267181375951125,2025-12-20T06:37:51.000Z,en,0,0,18,0,0,976,AniListco
2002265398905815495,['2002265398905815495'],"""STEEL BALL RUN JoJo's Bizarre Adventure"" new Trailer. Airs March 19, 2026.

Trailer: https://t.co/ikuaJ0sAUW 

https://t.co/pxXG13Nwop - #jojo_anime https://t.co/5wWWdxx6XP",2002265398905815495,2025-12-20T06:30:46.000Z,en,1,0,16,0,1,935,AniListco
2001720208294097281,['2001720208294097281'],"""LIAR GAME"" new Visual and PV. Airs in April, 2026.

PV: https://t.co/GSjYMYoowZ 

Chief Director: Yuuzou Satou
Director: Asami Kawano
Script: Tatsuhiko Urahata
Character Design: Kei Tsuchiya
Production: MADHOUSE

https://t.co/ruQHW3V6FL - #ライアーゲーム #LIARGAME https://t.co/HsXhVPATa8",2001720208294097281,2025-12-18T18:24:22.000Z,ro,0,0,16,0,1,1256,AniListco
2001715113116454946,['2001715113116454946'],"""Mobile Suit Gundam Hathaway: The Sorcery of Nymph Circe"" new Visual and Trailer. Opens January 30, 2026.

Trailer: https://t.co/o0UlP7uLPq 

https://t.co/gyuMqrA0YB - #閃光のハサウェイ #キルケーの魔女 #ガンダム映画 https://t.co/OSk09rULws",2001715113116454946,2025-12-18T18:04:07.000Z,en,1,0,13,0,0,926,AniListco
2000958918801895437,['2000958918801895437'],"""MARRIAGETOXIN"" new Visual and PV. Airs in April, 2026.

PV: https://t.co/G8CVj3r4FR 

https://t.co/9BFuAYSxEn - #マリッジトキシン https://t.co/BRQNHLgDWz",2000958918801895437,2025-12-16T15:59:16.000Z,en,1,0,19,1,3,1496,AniListco
2000232596517568712,['2000232596517568712'],"""PSYЯEN"" anime adaptation announced. Airs in 2026.

Director: Katsumi Ono
Script: Shin Yoshida
Character Design: Akira Ookuma
Production: Satelight

https://t.co/qGWOJVz45o - #PSYREN https://t.co/JpzeK5e4nv",2000232596517568712,2025-12-14T15:53:08.000Z,en,5,0,29,1,2,2126,AniListco
2000157271666364824,['2000157271666364824'],"""Rascal Does Not Dream of a Dear Friend"" new Visual. Opens in Fall, 2026.

https://t.co/1781UAmlc2 - #青ブタ #青ブタアニメ https://t.co/O0tEKsiaZH",2000157271666364824,2025-12-14T10:53:49.000Z,en,1,0,29,0,3,1466,AniListco
2000140416214057421,['2000140416214057421'],"""Ace of the Diamond act II: Second Season"" new Visual and PV. Airs in April, 2026.

PV: https://t.co/JDfA22OzXw 

Director: Hideaki Ooba
Script: Kenji Konuta
Character Design: Yasukazu Shouji
Production: OLM

https://t.co/ORuuBv0aL3 - #ダイヤのA https://t.co/NURuu8NPrk",2000140416214057421,2025-12-14T09:46:50.000Z,en,4,0,11,0,0,1515,AniListco
2000138733232799882,['2000138733232799882'],"""Sentenced to Be a Hero"" new Visual and PV. Airs January 3, 2026.

PV: https://t.co/TwCF4Hbmy4 

https://t.co/6opXcdfofa - #勇者刑 #勇者刑に処す #yushakei https://t.co/KXfOQ6kmCd",2000138733232799882,2025-12-14T09:40:09.000Z,en,0,0,17,0,2,1114,AniListco
1998848129110540621,['1998848129110540621'],"""Mononoke: Hebigami"" new Visual and PV. The final Film in the trilogy will premiere May 29, 2026.

PV: https://t.co/nQ0b8woGjy 

https://t.co/TFJb6qMCSi - #劇場版モノノ怪 #mononoke https://t.co/Q3mdwrC9XH",1998848129110540621,2025-12-10T20:11:45.000Z,en,3,0,21,0,1,1637,AniListco
1998471862032937274,['1998471862032937274'],"""Medalist"" Season 2 new Visual and PV. Airs January 24, 2026.

PV: https://t.co/jnKpnC7FkV 

https://t.co/d7gX6ClGbH - #メダリスト #medalist https://t.co/TD0ow6v1yU",1998471862032937274,2025-12-09T19:16:36.000Z,en,5,1,31,1,4,1873,AniListco
1998331390954262824,['1998331390954262824'],"""Kaguya-sama: Love is War"" Special new PV. Airs December 31, 2025.

PV: https://t.co/OOsWHqzdTk 

https://t.co/6wM1CKX32e - #かぐや様 https://t.co/HgzFW7mL2u",1998331390954262824,2025-12-09T09:58:25.000Z,en,2,0,40,0,2,1671,AniListco
