lang,created_at,text,conversation_id,edit_history_tweet_ids,id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,in_reply_to_user_id,username
en,2026-03-19T12:14:48.000Z,"If you want to learn more about this concept of 'Peakspan', I published a newsletter on it last week.

You can read it here in our (new!) weekly newsletter archive - https://t.co/S85DX8syT4 https://t.co/AT8dqhLFlf",2034604498153328724,['2034604498153328724'],2034604498153328724,14,15,190,1,88,39142,,foundmyfitness
en,2026-03-18T15:07:18.000Z,"Here's a link to the commentary article covering this new, fascinating research.
https://t.co/qd03fDtp5e",2034285356779016251,['2034285524890812860'],2034285524890812860,4,4,52,1,31,11656,66590132,foundmyfitness
en,2026-03-18T15:06:38.000Z,"Oxytocin is more than the “cuddle hormone.” It may be a key regulator of aging and longevity.

We've long known about oxytocin's role in translating social experiences into physiological health and stress resilience. New research identifies the biological mechanism.

Oxytocin https://t.co/CoK6r0tur6",2034285356779016251,['2034285356779016251'],2034285356779016251,130,55,884,19,389,110436,,foundmyfitness
en,2026-03-17T20:39:44.000Z,"I recommend creatine to nearly everyone. But here are my caveats:

1. Make sure it's creatine monohydrate - this is the form that's most well-studied and effective. You don't need a ""fancy"" form.

2. Beware of gummies. If you use them, make sure you're getting one that's been https://t.co/xIcg7Kblxe",2034006796579573821,['2034006796579573821'],2034006796579573821,117,87,1986,12,1800,462364,,foundmyfitness
en,2026-03-16T18:58:43.000Z,"Omega-3s improve recovery from exercise.

A new study reveals a potential mechanism.

Men who supplemented with 2.5 grams of EPA + DHA per day for 8 weeks lost less strength after muscle-damaging exercise vs. those taking a placebo.

This was attributed in part due to higher https://t.co/HVzZxXZWHN",2033618983556157820,['2033618983556157820'],2033618983556157820,109,42,1254,10,344,86277,,foundmyfitness
en,2026-03-16T14:11:25.000Z,"A great summary by Dr. Stu Phillips on the updated resistance training recommendations.

""The best resistance training program is probably not the most complicated one. It is the one you can do consistently, progress sensibly, and stick with over time."" https://t.co/HQZ6jMP2Pi",2033546684962074836,['2033546684962074836'],2033546684962074836,41,24,416,2,166,67180,,foundmyfitness
en,2026-03-11T18:14:23.000Z,"Here's a link to the paper.

Peakspan: Defining, Quantifying and Extending the Boundaries of Peak Productive Lifespan
https://t.co/BoR0U4IAMr",2031795550983495716,['2031795888931090672'],2031795888931090672,5,22,93,0,64,18739,66590132,foundmyfitness
en,2026-03-11T18:13:02.000Z,"Instead of ""healthspan,"" we should be thinking about ""Peakspan.""

How long can you maintain ~90% of your peak physical or cognitive function?

According to a new paper, different systems reach their “Peakspan” at very different times. 

Fluid cognitive abilities like processing https://t.co/wToGLtn7Rw",2031795550983495716,"['2031795094928474508', '2031795550983495716']",2031795550983495716,304,83,2376,47,1199,270002,,foundmyfitness
en,2026-03-10T17:24:35.000Z,"Using the sauna after aerobic exercise improves VO₂ max more than training alone.

People who performed 30 minutes of cycling and then sat in a sauna for ~15 minutes afterward saw greater gains in their VO₂ max after 8 weeks of training compared to those who did the workout https://t.co/RuYXvOD8bM",2031420969839984688,['2031420969839984688'],2031420969839984688,388,165,6428,51,3059,1032917,,foundmyfitness
en,2026-03-09T20:54:00.000Z,"Study.
https://t.co/2xIvVD2NMq",2031110964389540018,['2031111280929497567'],2031111280929497567,2,4,40,0,11,15613,66590132,foundmyfitness
en,2026-03-09T20:52:44.000Z,"Multivitamin supplementation slows biological aging.

Older adults taking a daily multivitamin for 2 years reduced their pace of epigenetic aging by 0.1–0.2 years compared with placebo. The effect was strongest in people with accelerated biological aging.

Interestingly, cocoa https://t.co/5BxQTlNeo9",2031110964389540018,['2031110964389540018'],2031110964389540018,136,59,1320,15,407,122260,,foundmyfitness
en,2026-03-06T22:10:04.000Z,"Children who consume more ultra-processed foods (UPFs) early in life may show worse behavioral outcomes later.

Kids who ate more UPFs at age 3 had higher internalizing behaviors (anxiety, fearfulness, depression) and externalizing behaviors (aggression, hyperactivity) by age 5. https://t.co/6WGx72FrRA",2030043260618670473,['2030043260618670473'],2030043260618670473,127,40,1043,12,434,109899,,foundmyfitness
en,2026-03-05T21:03:38.000Z,"Creatine isn’t just for adults. I give my son 2.5 g/day.

There are (albeit few) studies in kids and adolescents showing creatine can improve performance. For example, trials in adolescent soccer and basketball players report improvements in power, jumping, sprint/anaerobic https://t.co/dZmGcce94z",2029664154546754014,['2029664154546754014'],2029664154546754014,105,96,1709,8,862,215748,,foundmyfitness
en,2026-03-04T19:14:11.000Z,"Here's a link to the study (it's currently a pre-print).
https://t.co/08vpObT62a",2029273849397952567,['2029274221080158440'],2029274221080158440,3,1,34,0,19,14761,66590132,foundmyfitness
en,2026-03-04T19:12:42.000Z,"What you eat today shapes your sleep tonight.

On higher-fiber, more plant-diverse days, people experience more deep and REM sleep, less light and fragmented sleep, and have a lower overnight heart rate. 

On days with more processed foods and saturated fat, nighttime wakefulness https://t.co/nbaU9XVJzR",2029273849397952567,['2029273849397952567'],2029273849397952567,235,73,2414,18,1357,179587,,foundmyfitness
en,2026-03-04T00:24:56.000Z,"A lot of questions about the best way to measure visceral fat.

DEXA is highly accurate but not available to everyone.

Waist circumference is the best option in terms of accessibility. It shows strong correlations with imaging-based visceral fat and is a good proxy for health https://t.co/7IrL4cUobE",2028990038067785884,['2028990038067785884'],2028990038067785884,23,18,402,0,148,64137,,foundmyfitness
en,2026-03-03T23:11:28.000Z,"Visceral fat is inflammatory tissue that can increase your disease risk in a major way.

Higher visceral fat is associated with up to a 44% higher risk of several major cancers, including colon, pancreatic, and liver cancer, and this persists even after accounting for waist https://t.co/IQuspggqZ5",2028971550960136283,['2028971550960136283'],2028971550960136283,119,40,1431,8,542,189363,,foundmyfitness
en,2026-03-03T15:54:54.000Z,"HIIT may be the single most powerful way to improve endothelial function.

A recent meta-analysis found that high-intensity interval training improves flow-mediated dilation (FMD)—a key measure of blood-vessel health and a strong predictor of future cardiovascular risk—by about https://t.co/ufyY9TXs7q",2028861683288952947,"['2028860378482929707', '2028861683288952947']",2028861683288952947,116,32,943,14,377,52466,,foundmyfitness
en,2026-03-02T17:37:47.000Z,"More protein doesn’t cancel out a low diet quality.

Unfortunately, the “protein maxxing” trend has convinced a lot of people that it’s fine to eat ultra-processed foods as long as they’re “high protein.” But protein bars, shakes, and snacks with a long ingredient list are still https://t.co/sGXeqBLOfO",2028525188170572242,['2028525188170572242'],2028525188170572242,158,136,2425,14,412,287546,,foundmyfitness
en,2026-02-27T19:47:59.000Z,"Deliberate heat exposure using sauna and hot tubs is a potent tool for mood and depression symptoms.

In people with major depressive disorder, a single session of raising core body temperature by 2.6–3.7℉ (a mild ""fever-range"" heat stimulus) produced an antidepressant effect https://t.co/fy5uL5x3YZ",2027470790812225660,['2027470790812225660'],2027470790812225660,203,59,2305,20,1170,251663,,foundmyfitness
en,2026-02-24T21:39:57.000Z,"Lifting weights makes your brain look younger.

One year of either heavy- or moderate-intensity strength training reduced older adults' estimated brain age by 1.4-2.3 years on average and enhanced functional connectivity between brain networks.

What I find remarkable is, while https://t.co/qJJrTLCoNI",2026411802737737963,['2026411802737737963'],2026411802737737963,1198,146,9132,105,3042,468574,,foundmyfitness
en,2026-02-24T15:13:35.000Z,"One of the simplest ways to cut daily exposure to endocrine-disrupting chemicals is a water filter.

Reverse osmosis is the most effective option. It removes 99% of microplastics and reduces contaminants like BPA/BPS, phthalates, and PFAS (“forever chemicals”), chemicals linked https://t.co/capXHPUuuB",2026314572949303410,['2026314572949303410'],2026314572949303410,201,79,2290,9,1299,209647,,foundmyfitness
en,2026-02-23T17:51:07.000Z,"Link to the study.
https://t.co/8ijR6YcPRH",2025967196644495503,['2025991828776919315'],2025991828776919315,2,1,42,1,15,15670,66590132,foundmyfitness
en,2026-02-23T16:13:14.000Z,"Having your last meal at least 3 hours before bed improves blood pressure, heart health, and even blood glucose regulation.

Participants who stopped eating 3+ hours before sleep (extending their overnight fast to 13-16 hours) improved overnight diastolic blood pressure dipping https://t.co/JJFvmPoX4A",2025967196644495503,"['2025966688064184690', '2025967196644495503']",2025967196644495503,287,77,2706,28,1001,257609,,foundmyfitness
en,2026-02-20T21:38:01.000Z,"Non-stick cookware is one of the most pervasive and hazardous household sources of PFAS exposure.

PFAS are called “forever chemicals” because they can remain in the body on the order of years. They’re used to make products non-stick, water or oil-repellent, and stain-resistant. https://t.co/vwFTki7RlL",2024961763913900522,['2024961763913900522'],2024961763913900522,167,70,1731,6,904,229044,,foundmyfitness
en,2026-02-19T18:20:35.000Z,"Effortful exercise improves cognition. It is brain and cognitive maintenance.

If I want an immediate boost in alertness, focus, and mental sharpness, I’ll do a short bout of vigorous exercise before a podcast or public speaking engagement. It’s the fastest, most reliable, and https://t.co/yy5vnOnGDR",2024549693015924906,"['2024547425965228422', '2024549693015924906']",2024549693015924906,101,46,1073,6,372,69806,,foundmyfitness
en,2026-02-18T20:50:57.000Z,"A lot of people are sharing this new meta-analysis as proof that “intermittent fasting has no benefits.”

I don’t think that’s what it shows.

What it does show is pretty straightforward. In controlled trials (where calories are matched), IF produces weight loss similar to https://t.co/AacRVaoGHW",2024225146853019995,['2024225146853019995'],2024225146853019995,62,84,880,8,172,99011,,foundmyfitness
en,2026-02-17T22:06:12.000Z,"Visceral fat is a health marker I’m really interested in right now.

It’s unique because unlike subcutaneous fat, it behaves like an endocrine organ, driving inflammation, insulin resistance, and fatty liver. Long term, higher visceral/abdominal fat is associated with earlier",2023881696358396245,['2023881696358396245'],2023881696358396245,97,76,1409,8,529,123119,,foundmyfitness
en,2026-02-13T21:50:38.000Z,"Exercise is one of the most powerful ways to raise NAD levels.

A single 40-minute bout of aerobic exercise increases the expression of enzymes involved in NAD synthesis and elevates NAD levels in human blood.

When NAD declines (as it does with aging and in certain diseases), https://t.co/QQaQIwYDYQ",2022428225717309834,['2022428225717309834'],2022428225717309834,76,42,857,3,249,79772,,foundmyfitness
en,2026-02-12T20:56:11.000Z,"From the latest FoundMyFitness episode - How To Boost NAD Levels To Fight Inflammation, Improve Recovery, and Slow Aging.

Show notes and full episode here.
https://t.co/yrl1KEnUEU",2022051882009526560,['2022052136440479824'],2022052136440479824,6,4,48,0,25,14719,66590132,foundmyfitness
en,2026-02-12T20:55:11.000Z,"NAD⁺ declines in skeletal muscle with age, and that decline tracks with metabolic and functional deterioration.

Studies show that older adults also have lower NAD⁺ levels in key organs including the brain, liver, and skin, even when circulating NAD⁺ appears relatively stable. https://t.co/9vNiOKjJ9R",2022051882009526560,['2022051882009526560'],2022051882009526560,28,26,325,1,113,30275,,foundmyfitness
en,2026-02-12T20:39:15.000Z,Just a reminder: Diet and lifestyle matter because chronic inflammation constantly drains your NAD reserves. Supplements alone won't effectively counteract this if the underlying inflammation isn’t addressed first. https://t.co/w31MZ1p67T,2022047874645995765,['2022047874645995765'],2022047874645995765,36,22,555,1,205,78328,,foundmyfitness
en,2026-02-11T17:59:05.000Z,"From the latest episode of the FoundMyFitness podcast, all about NAD metabolism with Dr. Charles Brenner.
https://t.co/t2Rd0eYf0D",2021644805994909969,['2021645180223328519'],2021645180223328519,5,11,56,0,22,26343,66590132,foundmyfitness
en,2026-02-11T17:57:36.000Z,"Raising NAD levels reduces inflammation in humans.

At least 8 randomized controlled trials show that ~1 gram per day of nicotinamide riboside (NR) lowers key inflammatory cytokines, including IL-6 and TNF-α.

NAD depletion is a hallmark of chronic inflammatory states, from https://t.co/Hxg4lFlnVv",2021644805994909969,['2021644805994909969'],2021644805994909969,103,39,887,5,685,71586,,foundmyfitness
en,2026-02-10T19:17:22.000Z,"Listen to this episode on:
YouTube: https://t.co/t2Rd0eYf0D
Spotify: https://t.co/MpUXPIP8d6
Apple: https://t.co/W5ltQxIx4D
Show notes: https://t.co/yrl1KEnmPm https://t.co/wnSWB7x8Ge",2021301792089268611,['2021302492609266075'],2021302492609266075,4,7,45,1,26,16512,66590132,foundmyfitness
en,2026-02-10T19:14:35.000Z,"NAD is the molecule behind energy, recovery, and aging.

But most people still can’t explain what it actually does or what it means to “raise” it.

In this episode, Dr. Charles Brenner (@CharlesMBrenner), the scientist who discovered nicotinamide riboside, walks through NAD https://t.co/GDwwH1rdbe",2021301792089268611,['2021301792089268611'],2021301792089268611,193,74,1306,14,1428,143481,,foundmyfitness
en,2026-02-05T22:30:22.000Z,"Here's a link to the study.
https://t.co/GX7gm86z61",2019538934963855444,['2019539120989597724'],2019539120989597724,8,24,85,1,34,21032,66590132,foundmyfitness
en,2026-02-05T22:29:37.000Z,"Replacing artificial office light with natural daylight improves glucose and fat metabolism.

Adults who were exposed to natural daylight during office hours (by sitting near a window) spent 8% more time in a normal glucose range than when they were exposed to artificial, static https://t.co/AfdTrye0KW",2019538934963855444,['2019538934963855444'],2019538934963855444,132,50,986,14,406,127377,,foundmyfitness
en,2026-02-04T20:59:25.000Z,"Hydrogen water's benefits are massively oversold. I wouldn't waste your money on it.

The data are extremely preliminary and not very robust (especially compared to other interventions).

A few human studies show that hydrogen-rich water can reduce inflammatory markers (like the https://t.co/9qRxIAZxq4",2019153844551262617,['2019153844551262617'],2019153844551262617,30,57,700,9,108,127973,,foundmyfitness
en,2026-02-02T22:16:07.000Z,"If you’re curious what I actually do for longevity, here’s my weekly routine:

~5 hrs/week of exercise (when I'm not traveling). That includes:

• CrossFit (~3 hrs/wk) for strength + high-intensity work
• ""Zone 2"" running on recovery days for cardiovascular and brain benefits https://t.co/eN2JmcsZIc",2018448372634452016,"['2018447976952156307', '2018448372634452016']",2018448372634452016,227,148,3040,9,4782,329261,,foundmyfitness
en,2026-01-30T20:36:56.000Z,"Boosting vitamin D levels may protect against respiratory infections.

Every 4 ng/mL increase in blood vitamin D levels reduces the rate of hospitalization for respiratory infections by 4%, according to a new study analyzing data from over 36,000 adults in the UK Biobank. https://t.co/3CPqL8jOxl",2017336248550248533,['2017336248550248533'],2017336248550248533,114,46,885,7,206,55428,,foundmyfitness
en,2026-01-30T20:02:09.000Z,"For decades, people believed multivitamins were ""worthless.""

That's not the case anymore.

Studies in older adults show that a daily multivitamin supports cognition.

And given that a large proportion of adults are deficient in one or more micronutrients, a basic multivitamin is https://t.co/P6OTWgu2uO",2017327495536673182,['2017327495536673182'],2017327495536673182,67,39,1026,3,285,116097,,foundmyfitness
en,2026-01-27T21:12:37.000Z,"Sulforaphane boosts our natural cellular defenses.

It does this by activating Nrf2, our body's primary detoxification, anti-inflammatory, and antioxidant pathway.

Nrf2 turns on phase 2 detoxification enzymes, helping us deal with daily toxic exposure from air pollution, smoke, https://t.co/Oh6SxsjQXM",2016258063288664139,['2016258063288664139'],2016258063288664139,92,43,1023,10,439,145161,,foundmyfitness
en,2026-01-27T14:40:15.000Z,"Link to the study.
https://t.co/mH4mJnY2kF",2015932362060677278,['2016159320694550589'],2016159320694550589,2,0,35,0,8,15239,66590132,foundmyfitness
en,2026-01-26T23:38:23.000Z,"Obesity is causal risk factor for dementia.

Each 1-standard deviation increase in BMI (about 5 kg/m²) predicted a 63% increase in the risk of vascular dementia in this Mendelian randomization study.

High blood pressure mediated up to 25% of this genetic effect.

Both of these https://t.co/pURdgGTViG",2015932362060677278,"['2015926937307287976', '2015928933162582027', '2015932362060677278']",2015932362060677278,63,29,465,12,132,65660,,foundmyfitness
en,2026-01-23T20:13:36.000Z,"Fascinating analysis here of a study showing that aerobic capacity, muscular endurance, and muscular power peak around age 30-35 and decline by 30-48% by age 63!

""Use it or lose it"" is real. https://t.co/JXOKjcGBsR",2014793659128988066,['2014793659128988066'],2014793659128988066,69,40,849,5,188,110997,,foundmyfitness
en,2026-01-22T23:09:05.000Z,Link to the meta-analysis - https://t.co/aMBVmGUJU7,2014474941807067248,['2014475432993693780'],2014475432993693780,2,5,40,0,12,17987,66590132,foundmyfitness
en,2026-01-22T23:07:07.000Z,"Exercise is a powerful antidepressant.

Compared to no treatment or placebo, exercise was substantially more effective at improving depressive symptoms, and it was as effective as standard treatments, such as psychotherapy (including CBT) and antidepressants, in alleviating https://t.co/WvtmTA68CK",2014474941807067248,['2014474941807067248'],2014474941807067248,144,38,1163,11,323,96185,,foundmyfitness
en,2026-01-19T23:44:46.000Z,"""Lift. Progress. Repeat.""

Some fantastic insight from Dr. Stu Phillips here re: gaining muscle mass and strength. Worth a read!

Light loads work. Heavy loads work. Put in the effort and you'll get stronger. https://t.co/c3VXVVsI2y",2013397250626445807,['2013397250626445807'],2013397250626445807,38,16,642,1,233,104781,,foundmyfitness
en,2026-01-19T16:19:16.000Z,"Most people don’t need to avoid gluten.

For the average healthy person, the best evidence points in the opposite direction: people who eat more whole grains tend to have lower inflammation biomarkers and lower all-cause mortality. And many of the most nutrient-dense, fiber-rich https://t.co/9IpoCAGpBo",2013285137853599809,['2013285137853599809'],2013285137853599809,66,87,824,7,183,113006,,foundmyfitness
en,2026-01-16T20:55:49.000Z,"Women with higher urinary BPA are ~6× more likely to have a child later diagnosed with autism.

This is just one statistic among a growing body of evidence that in utero exposure to endocrine disruptors can meaningfully influence fetal neurodevelopment, during a window when the https://t.co/rBMMqPvja7",2012267570712260980,['2012267570712260980'],2012267570712260980,195,45,1981,18,1217,290733,,foundmyfitness
en,2026-01-15T19:32:30.000Z,"We have a serious weight issue in the United States.

72% of adults are overweight, 41% meet obesity criteria, 14% have diabetes, and 43% have prediabetes, which emerging evidence suggests has its own set of clinical effects.

And it's not just the old. Over a third of",2011884215923560500,['2011884215923560500'],2011884215923560500,34,33,472,1,51,47672,,foundmyfitness
en,2026-01-13T15:56:49.000Z,"Here's the recent study by Dr. Stu Phillips that I mention in the post - https://t.co/XOqTEKDuHn

Worth a read! https://t.co/OO2YUq8L3f https://t.co/X2yRY74HUI",2011105162107195733,['2011105162107195733'],2011105162107195733,52,17,427,2,218,71420,,foundmyfitness
en,2026-01-13T15:54:38.000Z,"Discussed on my most recent appearance with @ChrisWillx.
https://t.co/50hNnb714J",2011104607015940392,['2011104609448968686'],2011104609448968686,8,1,114,0,87,60519,66590132,foundmyfitness
en,2026-01-13T15:54:37.000Z,"You don't need to lift heavy weights to gain muscle.

As long as volume and effort are high, and you train to fatigue, you can build muscle mass (hypertrophy) with lower weights.

Dr. Stuart Phillips (@mackinprof) and colleagues recently showed that low-load (20–25 reps at https://t.co/0IoxQ3iXI0",2011104607015940392,['2011104607015940392'],2011104607015940392,338,301,4172,54,2502,709965,,foundmyfitness
en,2026-01-12T20:41:22.000Z,"Time-restricted eating (TRE) may not improve cardiometabolic health if you don't change what or how much you eat.

Women with obesity who practiced early TRE (eating from 8 AM to 4 PM) or late TRE (1 to 9 PM) but kept their calorie intake and physical activity levels the same https://t.co/MRg1X1ncSh",2010814381789978923,['2010814381789978923'],2010814381789978923,53,32,548,7,153,69699,,foundmyfitness
en,2026-01-09T19:48:27.000Z,"Link to study.
https://t.co/rvC9IfHc9I",2009713823947862142,['2009713900296777984'],2009713900296777984,3,4,63,0,31,21920,66590132,foundmyfitness
