id,edit_history_tweet_ids,text,created_at,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count
1777345363558498693,['1777345363558498693'],"@rockpaperniall as they have exclusive access to your travel itinerary. If you need further assistance or wish to provide feedback, please reach out to them by using this link: https://t.co/Z8ou85LCWJ 
Thank you. 2/2",2024-04-08T14:38:50.000Z,0,0,0,0,0,37
1777345321674141733,['1777345321674141733'],"@lapiraterie750 Si vous avez besoin d'aide, contactez notre service client disponible 24h/24 par téléphone (https://t.co/Qy2GsKgQuC) ou confiez-nous les références de votre réservation en message privé :
- le numéro de confirmation
- le code confidentiel
- le nom du voyageur
2/2 https://t.co/Z89AAoEgD7",2024-04-08T14:38:40.000Z,0,0,0,0,0,41
1777345243144233282,['1777345243144233282'],"@rockpaperniall 1/2
We regret to hear about your flight booking experience. Unfortunately, we are unable to provide support for this matter through social media. Our dedicated flights team is the only one who can help you with any unresolved flight-related questions",2024-04-08T14:38:22.000Z,0,2,0,0,0,42
1777345240300408953,['1777345240300408953'],"@lapiraterie750 Voilà qui nous semble plutôt anormal. Bien que des taux de change puissent être parfois appliqués par les banques, chaque frais supplémentaires doivent se trouver indiqué sur le récapitulait de votre réservation en ligne, avant de procéder au paiement.
1/2",2024-04-08T14:38:21.000Z,0,0,0,0,0,33
1777344760958640174,['1777344760958640174'],"@LauraSells61397 Hi Laura, thank you for reaching out to us. We're unable to assist with Flight reservations through social media, but if you need support with your refund, please contact our Flights team here: https://t.co/Z8ou85LCWJ, or call {UK}+44 2039019061 / {IE} +353 19075677.",2024-04-08T14:36:27.000Z,0,0,0,0,0,33
1777344541432979632,['1777344541432979632'],"@piajade Alternatively, you can also call our support team via: +1 917 421 7240 [US] or +44 2039019061 [UK].",2024-04-08T14:35:34.000Z,0,0,0,0,0,22
1777344303779512327,['1777344303779512327'],"@piajade Hi there, it's a shame to hear about your experience. We'd like to help, however we can only assist with accommodation bookings via Social Media. For any flight related requests you will need to reach out to our dedicated flight support team here: https://t.co/Z8ou85LCWJ. 1/2",2024-04-08T14:34:38.000Z,0,1,0,0,0,22
1777344123332108399,['1777344123332108399'],"@Jqod2 Hi there, we responded your DM.

Kind regards.",2024-04-08T14:33:55.000Z,0,0,0,0,0,22
1777344106252906606,['1777344106252906606'],"@mamaschreib Hallo, wir bedauern es sehr von Ihren Erlebnissen zu hören. Falls Sie weitere Unterstützung benötigen, dann schicken Sie uns bitte eine private Nachricht mit folgenden Buchungsdetails: 

- Bestätigungsnummer
- Pin Code
- Name des Gastes",2024-04-08T14:33:51.000Z,0,1,1,0,0,74
1777343868670705837,['1777343868670705837'],"@rochak_sethi Hi Rockak, we regret to hear this. Please let us know what has happened and how we can help you. For us to be able to take a look at your reservation, kindly DM us the following;
- PIN code
- Full guest name
Or, for immediate support, you can call us here: https://t.co/Qy2GsKgQuC https://t.co/Z89AAoEgD7",2024-04-08T14:32:54.000Z,0,0,0,0,0,34
1777341792792228153,['1777341792792228153'],"@mshawnl95 If you still need support with your booking, kindly DM us the following details:
- Confirmation number:
- Pin code:
- Guest name on the reservation:
Or, give us a call 24/7 here: https://t.co/Qy2GsKgQuC
If a final outcome has been provided, we won't be able to change this. 2/2 https://t.co/Z89AAoEgD7",2024-04-08T14:24:39.000Z,0,0,0,0,0,38
1777341585841119737,['1777341585841119737'],"@mshawnl95 Hi Matthew, it's a shame to hear about your recent experience at a property. Please note it is the property's responsibility to ensure your stay is as comfortable as possible, and therefore refund you any compensation. 1/2",2024-04-08T14:23:50.000Z,0,1,0,0,0,24
1777341120558628910,['1777341120558628910'],"@CehicMary Hi Mary, we're unable to assist with Flight reservations through social media, but if you need support, you can contact our Flights team using this link: https://t.co/Z8ou85LCWJ, or call US +1 917 421 7240 / UK +44 2039019061 / IE +353 19075677",2024-04-08T14:21:59.000Z,0,0,0,0,0,22
1777339206768947707,['1777339206768947707'],"@GalyaRadeva Hi there, thank you for reaching out.

Please check your DM.",2024-04-08T14:14:22.000Z,0,0,0,0,0,20
1777338375864770884,['1777338375864770884'],@VMclz @Sa63026512Chris Notre service client reste cependant disponible 24h/24 pour vous aider (https://t.co/Qy2GsKgQuC) et vous pouvez aussi nous confier les références de votre séjour en message privé afin que nous examinions votre réclamation. 2/2 https://t.co/Z89AAoEgD7,2024-04-08T14:11:04.000Z,0,0,0,0,0,22
1777338343979708461,['1777338343979708461'],"@CattanoGio319 Hi Giorgio, thank you for reaching out to us.
As much as we'd like to assist you, we're unable to offer support with Car Rental reservations through social media, as we do not have access to their system. You can reach our specialized team here: https://t.co/a2Udx3zyb4.",2024-04-08T14:10:57.000Z,0,0,0,0,0,24
1777338282570822071,['1777338282570822071'],@VMclz Nous sommes navrés d'apprendre que l'état de ce logement laissait à désirer. Soulignons toutefois que les établissements sont seuls responsables des informations publiées en ligne quant à leurs équipements et services. 1/2,2024-04-08T14:10:42.000Z,0,0,0,0,0,32
1777338214073675912,['1777338214073675912'],"@christhekopite Hi Chris, we are unable to follow accounts from here. We invite her to send us a DM with the requested details here, or through her own account. Alternatively, she can call us directly any time on her local number here: https://t.co/Qy2GsKgQuC
Kind regards. https://t.co/Z89AAoEgD7",2024-04-08T14:10:26.000Z,0,1,0,0,0,34
1777338140379754877,['1777338140379754877'],"@Edwardbloomret Hi Edward, thank you foe being a loyal customer of ours. 

We regret to hear about your recent experience and would like to look into this. 

Send us a DM with your:
- Confirmation number, 
- Pin code,
- Name on the reservation, 
and we will get back to you as soon as possible. https://t.co/Z89AAoEgD7",2024-04-08T14:10:08.000Z,0,0,0,0,0,24
1777337787756196223,['1777337787756196223'],"@NaveenTripathy Hi Naveen. We regret to hear about your experience. Please send us a private message with the following details of your reservation:
- Confirmation number
- PIN
- Name on the reservation 
And we'll get back to you as soon as possible. https://t.co/Z89AAoEgD7",2024-04-08T14:08:44.000Z,0,0,0,0,0,20
1777337619761782901,['1777337619761782901'],"@KPMyers Hi Kyle, we regret to hear about your experience with us. You should only be charged a cancellation fee depending on the policy booked. For us to take a look, please DM us the following:
- Confirmation number
- PIN code
- Full guest name
Or call us: https://t.co/Qy2GsKgQuC https://t.co/Z89AAoEgD7",2024-04-08T14:08:04.000Z,0,0,0,0,0,32
1777336500822086085,['1777336500822086085'],"@Ignisfox1 Hi Ignis, it's a shame to hear about your experience with the change of beds. If you still need assistance, please DM us the following details: 
- Confirmation number
- Pin code
- Name on the reservation

We'll get back to you as soon as possible.

Kind regards. https://t.co/Z89AAoEgD7",2024-04-08T14:03:37.000Z,0,0,0,0,0,29
1777328290363031623,['1777328290363031623'],"@rmznkrtt Hi Ramazan. Thank you for reaching out. For us to have a look what happened and assist you with this, please send us a private message with the following details:
- Confirmation number
- PIN 
- Name on the reservation 
And we'll get back to you as soon as possible. https://t.co/Z89AAoEgD7",2024-04-08T13:31:00.000Z,0,0,0,0,0,36
1777327555248259216,['1777327555248259216'],"@tolu_ea Hi there, we regret to hear that you feel this way. We have replied to your DM. Please, take a look when you can. 

Thank you!",2024-04-08T13:28:04.000Z,0,2,0,0,0,32
1777326233853861944,['1777326233853861944'],"@ClareHerbert3 Hi there, we replied to your DM. Feel free to review it as soon as you can. 
Kind regards",2024-04-08T13:22:49.000Z,0,1,0,0,0,23
1777324004853854474,['1777324004853854474'],"@LeighWTS For us to assist here, and look into what happened, please DM us the following details; 
- Confirmation number 
- PIN code 
- Full guest name on reservation 
For immediate support, feel free to always give us a call here: https://t.co/Qy2GsKgQuC. 
Kind regards. 2/2 https://t.co/Z89AAoEgD7",2024-04-08T13:13:58.000Z,0,0,0,0,0,48
1777323906992308267,['1777323906992308267'],"@LeighWTS Hi Leigh, we regret to hear that the property was unable to host you. The availability is managed by the properties themselves, and if they cannot host you, they need to find you another place to stay, or let us know so that we can step in and assist you with this. 1/2",2024-04-08T13:13:35.000Z,0,1,0,0,0,37
1777323847810781481,['1777323847810781481'],"@rekastner We are sorry to hear that, Ruth. If you canceled your reservation for free and you're still waiting for the refund, please DM us with the following details:
- Confirmation number
- Pin code
- Name on the reservation
For immediate support call us here: https://t.co/Qy2GsKgQuC. https://t.co/Z89AAoEgD7",2024-04-08T13:13:21.000Z,0,0,0,1,0,91
1777323243109580860,['1777323243109580860'],"@JasonGiller Hi Jason, thank you for getting back to us. We are unable to locate the communication sent to customer service team based on your profile here. Please, send us DM with your:
- Confirmation number, 
- Pin code,
- Name on the reservation, 
so we can help you further. https://t.co/Z89AAoEgD7",2024-04-08T13:10:56.000Z,0,1,0,0,0,35
1777317944269173062,['1777317944269173062'],"@AndriiTarieiev Hi Andrii, we regret to hear of this. We'd like to assist you here with your reservation to see what happened and how we can help. To do so, kindly DM us the following:
- Confirmation number
- PIN code
- Full guest name
Or, call us 24/7 here: https://t.co/Qy2GsKgQuC https://t.co/Z89AAoEgD7",2024-04-08T12:49:53.000Z,0,0,0,0,0,37
1777316259815653590,['1777316259815653590'],"@miltss2 To do so, kindly DM us the following details:
- Confirmation number
- Pin code
- Guest name on the reservation
Alternatively, for immediate support you can always give us a call here: https://t.co/Qy2GsKgQuC. 2/2 https://t.co/Z89AAoEgD7",2024-04-08T12:43:11.000Z,0,0,0,0,0,40
1777316154609959351,['1777316154609959351'],"@miltss2 Hi there, it is a shame to hear this. Keep in mind that availability on our site is managed by the properties and, if they're unable to honor your booking, they need to help you find another place to stay. If you need our support with this, we'd be happy to assist you here. 1/2",2024-04-08T12:42:46.000Z,0,1,0,0,0,30
