id,text,edit_history_tweet_ids,created_at,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count
1773230372731441345,"@dzIhImy Thanks for getting in touch! Right now we only support English, French, German, Dutch, Spanish, Portuguese, and Italian. I’m so sorry for the inconvenience. -Nikki",['1773230372731441345'],2024-03-28T06:07:20.000Z,0,0,0,0,0,40
1772903175651033367,"@emmsgnn That’s frustrating! You’re likely seeing those job posts because our searches are keyword based — if you enter a keyword or phrase that appears in a post, that post may appear in your search results. Here are some search tips — hope they help! https://t.co/32oTH5yWp1 -Nikki",['1772903175651033367'],2024-03-27T08:27:10.000Z,0,0,0,0,0,23
1772864980741709948,"@tranquilron Oh no! To protect your privacy, we’ll have to handle this one via email. Can you send a message to content@glassdoor.com? Be sure to message from the email address tied to your Glassdoor profile — that will help us find your account and help get you back up and running. -Nikki",['1772864980741709948'],2024-03-27T05:55:24.000Z,0,1,0,0,0,24
1772843618044125661,@peter_bell37185 I’m so sorry that happened to you. Can you please send a screenshot of the error message you’re receiving to content@glassdoor.com? Our Care Team is standing by to assist. -Nikki,['1772843618044125661'],2024-03-27T04:30:31.000Z,0,0,0,0,0,8
1772842596248731917,"@markgoho Hello Mark! It’s fine if an employer asks employees to leave reviews. But it’s NOT fine to coerce folks into leaving positive feedback. We stand behind an employee’s right to have an independent voice, so if you suspect something’s up, email us at content@glassdoor.com. -Nikki",['1772842596248731917'],2024-03-27T04:26:27.000Z,0,0,0,0,0,9
1772832767287378073,"@Gingercappe Hello there! Employers can ask employees to submit reviews—but per our Community Guidelines, they CAN’T force people into leaving positive feedback. (They can’t alter or remove reviews, either.) If you think that’s happening, please email us at content@glassdoor.com. -Nikki",['1772832767287378073'],2024-03-27T03:47:24.000Z,0,1,0,0,0,30
1772826088722378969,"@P_S_95 So sorry to hear this! Here’s how to edit or delete your review: https://t.co/yYBVhF3ESq Just a heads up: because of web caching, deleted reviews may be visible for up to 24 hours. -Nikki",['1772826088722378969'],2024-03-27T03:20:51.000Z,0,0,0,0,0,11
1772813296200032423,"@Celeste8990vz Hello there, I can help. In our Glassdoor community, we have something called our “give to get” policy. So while you’re accessing first-hand company info, you’re also empowering other job seekers with your insights. (So, a win-win.) Learn more here: https://t.co/4UEymxIr95 -Nikki",['1772813296200032423'],2024-03-27T02:30:01.000Z,0,0,0,0,0,20
1772811924779999551,"@ghadiali_aziz We always aim to maintain the integrity of our data and content, our Content team assesses every employee review before it appears on Glassdoor. We only remove reviews from our site if the posts violate our guidelines. Please contact content@glassdoor.com for more info. -Nikki",['1772811924779999551'],2024-03-27T02:24:34.000Z,0,0,0,0,0,64
1772528921763815610,"@alekplav We always aim to maintain the integrity of our data and content, our Content team assesses every employee review before it appears on Glassdoor. We only remove reviews from our site if the posts violate our guidelines. Please contact content@glassdoor.com for more info. -Nikki",['1772528921763815610'],2024-03-26T07:40:01.000Z,0,0,1,0,0,18
1772526528238064020,"@teodor_io We always aim to maintain the integrity of our data and content, our Content team assesses every employee review before it appears on Glassdoor. We only remove reviews from our site if the posts violate our guidelines. Please contact content@glassdoor.com for more info. -Nikki",['1772526528238064020'],2024-03-26T07:30:30.000Z,0,0,0,0,0,15
1772525830394032430,"@gravShark We always aim to maintain the integrity of our data and content, our Content team assesses every employee review before it appears on Glassdoor. Please contact content@glassdoor.com for more info. -Nikki",['1772525830394032430'],2024-03-26T07:27:44.000Z,0,0,0,0,0,19
1772447491184578922,@StevoTrades I’m so sorry that happened to you. I’m happy to help dig into this one. Can you email content@glassdoor.com (be sure to use the email address associated with your Glassdoor account) and we take a look? Thanks! -Nikki,['1772447491184578922'],2024-03-26T02:16:27.000Z,0,0,0,0,0,20
1772422260340527583,"@MyBrainDrip We’re happy to take a look at these posts. Could you “flag” them on our site? (Here’s how: https://t.co/ZOkOGNuB7X) If they violate our Community Guidelines or they’re clearly fake, we’ll remove them. Thanks! -Nikki",['1772422260340527583'],2024-03-26T00:36:11.000Z,0,0,0,0,0,15
1772175128262009008,"@phinjosephine Hi Josephine. 😊 Thanks for getting in touch! Right now we only support English, French, German, Dutch, Spanish, Portuguese, and Italian. I’m so sorry for the inconvenience. -Destiny",['1772175128262009008'],2024-03-25T08:14:10.000Z,0,0,0,0,0,18
1772166253395779725,"@socal90035 Hello there! In our Glassdoor community, we have something called our “give to get” policy. So while you’re accessing first-hand company info, you’re also empowering other job seekers with your insights. Learn more here: https://t.co/4UEymxIr95 -Nikki",['1772166253395779725'],2024-03-25T07:38:54.000Z,0,0,0,0,0,22
1772052046360756403,"@capajj Hello there! In our Glassdoor community, we have something called our “give to get” policy. So while you’re accessing first-hand company info, you’re also empowering other job seekers with your insights. (So, a win-win.) Learn more here: https://t.co/4UEymxIr95 -Nikki",['1772052046360756403'],2024-03-25T00:05:05.000Z,0,0,0,0,0,17
1772048277271101469,"@HenkPoley Hello Henk, I apologies for the late response. Can you send an email to our Care Team at content@glassdoor.com so they can assist you? Thanks! -Nikki",['1772048277271101469'],2024-03-24T23:50:07.000Z,0,1,0,0,0,17
1771055922330104314,"@keithgoode Hi Keith! Glassdoor believes every employee, including those in HR and management positions, should have the opportunity to review the company and share their experience. Regardless of title, we value every employee's contributions and welcome their individual experiences. -Nikki",['1771055922330104314'],2024-03-22T06:06:51.000Z,0,1,0,0,0,89
1770722106117910925,@Yitz26 Hello there! Can you share more details about your concern? -Nikki,['1770722106117910925'],2024-03-21T08:00:23.000Z,0,1,0,0,0,160
1770707570241544480,"@HenkPoley I'm sorry to hear this is still happening! Have you tried clearing your cookies and browsing history? If not, let’s start there — and if so, please email content@glassdoor.com so our Care Team can jump in and troubleshoot with you. Thanks! -Nikki",['1770707570241544480'],2024-03-21T07:02:37.000Z,0,1,0,0,0,155
1770681310312288397,@brooklynsfire Can you send an email to content@glassdoor.com so our Care Team can review? I’ll give them a heads up you’ll be reaching out. -Nikki,['1770681310312288397'],2024-03-21T05:18:16.000Z,0,1,1,0,0,116
1770362794816262249,"@brooklynsfire Oh no! We hate to see you go. 😔 This step-by-step walk-through will help you close your Glassdoor account, and includes special instructions if you signed up using a social media account. https://t.co/RLdSESHzRw -Nikki",['1770362794816262249'],2024-03-20T08:12:36.000Z,0,1,0,0,0,171
1770361982564053000,"@roaranasakii Obrigado pela sua mensagem. Nossa equipe de atendimento pode ajudar-lhe com esse problema. Para proteger sua privacidade, por favor, envie-nos um email por aqui: https://t.co/SsEYTBhUzm Obrigado. -Nikki",['1770361982564053000'],2024-03-20T08:09:23.000Z,0,0,0,0,0,190
1770361752493973586,@codeofarmz Thanks for flagging. Feedback like this helps us grow our platform and plan for future features and services. -Nikki,['1770361752493973586'],2024-03-20T08:08:28.000Z,0,0,0,0,0,189
1770259473149423992,@ZombaitX Apologies for the less-than-stellar experience. Can you please send a screenshot of the error message you’re receiving to content@glassdoor.com? Our Care Team is standing by to assist. -Nikki,['1770259473149423992'],2024-03-20T01:22:02.000Z,0,0,0,0,0,192
1770233593949774158,"@CrankyGuybird Hello there! We only remove a review if it violates our Community Guidelines (found here https://t.co/V4cnKaTJNJ ), or if the original poster asks us to delete it. We believe job seekers should have access to the most candid and meaningful company insights—good or bad. -Nikki",['1770233593949774158'],2024-03-19T23:39:12.000Z,0,1,0,0,0,190
1770230282542604662,"@DespicableOutof Hello there! If you’ve had an interview in the past 5 years, you can review that experience. If not, you can still access our site if you’ve been unemployed long-term or you’re a student. Just set up personalized job alerts or download and sign in to our app. -Nikki",['1770230282542604662'],2024-03-19T23:26:03.000Z,0,0,0,0,0,146
1770229116832227551,"@SolarClimate11 Hi there! Thanks for getting in touch. Glassdoor houses millions of job postings for companies around the globe. As an active user, you can apply for any of them — here’s some advice for jumpstarting your search: https://t.co/WWMEiJQ3n2. -Nikki",['1770229116832227551'],2024-03-19T23:21:25.000Z,0,0,1,0,0,125
1770004685308522846,@MicheleMcDFox It looks like these recommendations are based on your site activity. Turning off that option should help a lot — here’s how to do that. https://t.co/ZoiAsAClTe -Nikki,['1770004685308522846'],2024-03-19T08:29:36.000Z,0,0,0,0,0,110
1769992609710088218,"@gillianward_ Hi Gillian, thanks for reaching out! Can you send an email to content@glassdoor.com so our Care Team can review? I’ll give them a heads up you’ll be reaching out. -Nikki",['1769992609710088218'],2024-03-19T07:41:37.000Z,0,0,0,0,0,107
1769897829412036836,@silentwrrior1 Hi Lori! Can you send an email to content@glassdoor.com so our Care Team can review? I’ll give them a heads up you’ll be reaching out. -Nikki,['1769897829412036836'],2024-03-19T01:25:00.000Z,0,0,0,0,0,83
1769882162600317297,"@DespicableOutof In our Glassdoor community, we have something called our “give to get” policy. So while you’re accessing first-hand company info, you’re also empowering other job seekers with your insights. (So, a win-win.) Learn more here: https://t.co/4UEymxIr95 -Nikki",['1769882162600317297'],2024-03-19T00:22:45.000Z,0,1,0,0,0,75
1769642389235208697,"@Sheikhabulkasim Hello Abul, how can I help you? -Nikki",['1769642389235208697'],2024-03-18T08:29:58.000Z,0,0,0,0,0,79
1769634759993376905,"@noggueirazz Obrigado pela sua mensagem. Nossa equipe de atendimento pode ajudar-lhe com esse problema. Para proteger sua privacidade, por favor, envie-nos um email por aqui: https://t.co/SsEYTBhUzm Obrigado. -Nikki",['1769634759993376905'],2024-03-18T07:59:39.000Z,0,0,0,0,0,85
1769628219815178501,"@mwallaby93 Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy  https://t.co/Y3w6qmxAcr -Nikki",['1769628219815178501'],2024-03-18T07:33:40.000Z,0,0,0,0,0,150
1769626729289572776,"@mwallaby93 Oh no! We hate to see you go. 😔 This step-by-step walk-through will help you close your Glassdoor account, and includes special instructions if you signed up using a social media account. https://t.co/RLdSESHzRw -Nikki",['1769626729289572776'],2024-03-18T07:27:44.000Z,0,1,0,0,0,133
1769621132657750079,"@i_dreamojeannie Hello! Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy  https://t.co/Y3w6qmxAcr -Nikki",['1769621132657750079'],2024-03-18T07:05:30.000Z,0,0,0,0,0,89
1769619631902167379,"@U2Baja Hello! Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy  https://t.co/Y3w6qmxAcr -Nikki",['1769619631902167379'],2024-03-18T06:59:32.000Z,0,1,0,0,0,81
1769618514816462884,@IamDajanae We gratefully acknowledge your valuable feedback and we really appreciate that you took the time to express your thoughts. Can you provide us with some additional information on the issue? Please email our Care Team at content@glassdoor.com and we’ll be in touch ASAP. -Nikki,['1769618514816462884'],2024-03-18T06:55:06.000Z,0,0,0,0,0,59
1769617783271162300,"@lenubienne Hello! Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy  https://t.co/Y3w6qmxAcr -Nikki",['1769617783271162300'],2024-03-18T06:52:12.000Z,0,3,0,0,0,225
1769615041907593568,@larrypage122 Hello Lawrence ! I'm sorry to hear this is still happening! Please email our Care Team at content@glassdoor.com so we can help. -Nikki,['1769615041907593568'],2024-03-18T06:41:18.000Z,0,1,0,0,0,54
1769613458129989959,"@DRmurtuzaa69317 Hello there, how can I help you? -Nikki",['1769613458129989959'],2024-03-18T06:35:00.000Z,0,0,0,0,0,32
1769610303195463759,"@amirahys Hello there! Thanks for getting in touch! Right now we only support English, French, German, Dutch, Spanish, Portuguese, and Italian. I’m so sorry for the inconvenience. -Nikki",['1769610303195463759'],2024-03-18T06:22:28.000Z,0,0,0,0,0,46
1769608027429015861,@Vanshika_owo Good news: we’ve partnered with Indeed to provide next-level customer service and jobs support. Contact their support team now and they’ll be happy to assist. Here’s how to reach out: https://t.co/uYJbjEp7CX. -Nikki,['1769608027429015861'],2024-03-18T06:13:26.000Z,0,0,0,0,0,28
1769605880696222168,@2bronxhands Good news: we’ve partnered with Indeed to provide next-level customer service and jobs support. Contact their support team now and they’ll be happy to assist. Here’s how to reach out: https://t.co/uYJbjEp7CX. -Nikki,['1769605880696222168'],2024-03-18T06:04:54.000Z,0,0,0,0,0,20
1769596882207052080,"@PURE_IGNORANCE Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl.
For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy  https://t.co/Y3w6qmxAcr -Nikki",['1769596882207052080'],2024-03-18T05:29:08.000Z,0,0,0,0,0,78
1769529238904783210,@yahorbarkouski Hello there! It looks like these recommendations are based on your site activity. Turning off that option should help a lot — here’s how to do that. https://t.co/ZoiAsAClTe -Nikki,['1769529238904783210'],2024-03-18T01:00:21.000Z,0,0,0,0,0,90
1769528816253252033,@codeofarmz I'm sorry to hear this is still happening! Please email our Care Team at content@glassdoor.com so we can help. -Nikki,['1769528816253252033'],2024-03-18T00:58:40.000Z,0,1,0,0,0,32
1769527372259143902,@crypt0naughty Hello there! Thanks for reaching out. Let’s see what happened here. Email content@glassdoor.com and I’ll flag for the Care Team to review. We’ll be in touch as soon as we’ve reviewed. Thanks again! -Nikki,['1769527372259143902'],2024-03-18T00:52:56.000Z,0,0,0,0,0,51
1768545205987184961,"@Chaoticag Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768545205987184961'],2024-03-15T07:50:09.000Z,0,0,0,0,0,67
1768544961216000049,"@Ask4Addison Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768544961216000049'],2024-03-15T07:49:11.000Z,0,1,0,0,0,90
1768544682982674884,"@dosnostalgic Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768544682982674884'],2024-03-15T07:48:05.000Z,0,0,0,0,0,325
1768544568557920403,"@WaldorfSixpence Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768544568557920403'],2024-03-15T07:47:37.000Z,0,0,0,0,0,55
1768544442858811523,"@minirop Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768544442858811523'],2024-03-15T07:47:07.000Z,0,1,0,0,0,59
1768544264747626915,"@davidgerard Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768544264747626915'],2024-03-15T07:46:25.000Z,0,1,1,0,0,645
1768544157474173365,"@batman_in_samt Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768544157474173365'],2024-03-15T07:45:59.000Z,0,0,1,0,0,42
1768543868557869137,"@thedealdirector Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768543868557869137'],2024-03-15T07:44:50.000Z,0,0,0,1,0,587
1768543767856914807,"@grandiopanda Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768543767856914807'],2024-03-15T07:44:26.000Z,0,0,0,0,0,36
1768543571408310456,"@Cattabliss Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768543571408310456'],2024-03-15T07:43:40.000Z,0,0,0,0,0,30
1768543420602044770,"@jjdebenedictis Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768543420602044770'],2024-03-15T07:43:04.000Z,0,0,0,0,0,24
1768543347025555638,"@BPSocialAccount Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768543347025555638'],2024-03-15T07:42:46.000Z,0,0,0,0,0,36
1768543086710284755,"@HelloKestrel Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy 👉  https://t.co/Y3w6qmxAcr -Nikki",['1768543086710284755'],2024-03-15T07:41:44.000Z,0,0,0,0,0,40
1768542571926594005,@teatimeadventur Thank you! -Nikki,['1768542571926594005'],2024-03-15T07:39:41.000Z,0,0,0,0,0,28
1768542492281000197,"@teatimeadventur Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy :point_right: https://t.co/Y3w6qmxAcr",['1768542492281000197'],2024-03-15T07:39:22.000Z,0,0,0,0,0,37
1768542062792565109,@filmibaby Thank you! -Nikki,['1768542062792565109'],2024-03-15T07:37:40.000Z,0,0,0,0,0,29
1768542004437283321,"@filmibaby Fishbowl is a platform for professionals who verify their identity/professional credentials. Glassdoor community features are powered by Fishbowl. For details on how we collect, use, share, &amp; retain your info, please check our Privacy Policy :point_right: https://t.co/Y3w6qmxAcr.",['1768542004437283321'],2024-03-15T07:37:26.000Z,0,0,0,0,0,39
1768529790229791086,@cosmicm0n Apologies for the less-than-stellar experience. We hope to see you soon!  -Nikki,['1768529790229791086'],2024-03-15T06:48:54.000Z,0,0,0,0,0,25
1768518205809512651,"@cosmicm0n Oh no! We hate to see you go. 😔 This step-by-step walk-through will help you close your Glassdoor account, and includes special instructions if you signed up using a social media account. https://t.co/RLdSESHzRw -Nikki",['1768518205809512651'],2024-03-15T06:02:52.000Z,0,1,0,0,0,20
1768485953847304401,@randomrecruiter We gratefully acknowledge your valuable feedback and we really appreciate that you took the time to express your thoughts. Can you provide us with some additional information on the issue? Please email our Care Team at content@glassdoor.com and we’ll be in touch ASAP. -Nikki,['1768485953847304401'],2024-03-15T03:54:42.000Z,0,0,0,0,0,21
1768469414012236014,"@disgustedinCDA Hmmm...have you tried clearing your cookies and browsing history? If not, let’s start there — and if so, please email content@glassdoor.com so our Care Team can jump in and troubleshoot with you. Thanks! -Nikki",['1768469414012236014'],2024-03-15T02:48:59.000Z,0,0,0,0,0,32
1768462487618236552,"@e_felipe Obrigado pela sua mensagem. Nossa equipe de atendimento pode ajudar-lhe com esse problema. Para proteger sua privacidade, por favor, envie-nos um email por aqui: https://t.co/SsEYTBhUzm Obrigado. -Nikki",['1768462487618236552'],2024-03-15T02:21:28.000Z,0,0,0,0,0,46
1767785072017465484,"@AshleyBasilgo Thank you for reaching out. In order for us to fully address your inquiry, please visit this link 👉  https://t.co/M6ISmY16yU -Nikki",['1767785072017465484'],2024-03-13T05:29:39.000Z,0,0,0,0,0,19
1767784866773381322,@thestuff_ai Thank you for bringing this to our attention. Would you be so kind to send us the full screenshot? Please send it to content@glassdoor.com so our Care Team can review. I’ll give them a heads up you’ll be reaching out. -Nikki,['1767784866773381322'],2024-03-13T05:28:50.000Z,0,0,0,0,0,68
1767730777012265362,"@RoadaRollerDa Hi there! To protect your privacy, we’ll have to handle this one via email. Can you send a message to content@glassdoor.com? Be sure to message from the email address tied to your Glassdoor profile — that will help us find your account and help get you back up and running. -Nikki",['1767730777012265362'],2024-03-13T01:53:54.000Z,0,0,0,0,0,27
1767727579996299704,"@krvrajeev Thanks for getting in touch! Right now we only support English, French, German, Dutch, Spanish, Portuguese, and Italian. I’m so sorry for the inconvenience. -Nikki",['1767727579996299704'],2024-03-13T01:41:12.000Z,0,0,0,0,0,29
1767416248537661651,"@cryptoboy829 Hello there, how can I help you? -Nikki",['1767416248537661651'],2024-03-12T05:04:05.000Z,0,0,0,0,0,13
1767415850833682766,"@_mouta_ Obrigado pela sua mensagem. Nossa equipe de atendimento pode ajudar-lhe com esse problema. Para proteger sua privacidade, por favor, envie-nos um email por aqui: https://t.co/SsEYTBhUzm Obrigado. -Nikki",['1767415850833682766'],2024-03-12T05:02:30.000Z,0,0,0,0,0,21
1767381356810534934,"@IliaWhy Hi Ilia! In our Glassdoor community, we have something called our “give to get” policy. So while you’re accessing first-hand company info, you’re also empowering other job seekers with your insights. (So, a win-win.) Learn more here: https://t.co/4UEymxIr95 -Nikki",['1767381356810534934'],2024-03-12T02:45:26.000Z,0,0,0,0,0,42
1767367975865086138,"@dipirango Obrigado pela sua mensagem. Nossa equipe de atendimento pode ajudar-lhe com esse problema. Para proteger sua privacidade, por favor, envie-nos um email por aqui: https://t.co/SsEYTBhUzm Obrigado. -Nikki",['1767367975865086138'],2024-03-12T01:52:16.000Z,0,0,0,0,0,24
1767367435731022067,"@mustafaabobakr_ Hmmm...have you tried clearing your cookies and browsing history? If not, let’s start there — and if so, please email content@glassdoor.com so our Care Team can jump in and troubleshoot with you. Thanks! -Nikki",['1767367435731022067'],2024-03-12T01:50:07.000Z,0,0,0,0,0,22
1767366888877634023,@XLR Hi Armin! It looks like these recommendations are based on your site activity. Turning off that option should help a lot — here’s how to do that. https://t.co/ZoiAsAClTe -Nikki,['1767366888877634023'],2024-03-12T01:47:57.000Z,0,0,0,0,0,17
1767366770023674257,@fatreg Hello there! It looks like these recommendations are based on your site activity. Turning off that option should help a lot — here’s how to do that. https://t.co/ZoiAsAClTe -Nikki,['1767366770023674257'],2024-03-12T01:47:28.000Z,0,0,0,0,0,45
1767023235948798374,@Jordanzahhutt It looks like these recommendations are based on your site activity. Turning off that option should help a lot — here’s how to do that. https://t.co/ZoiAsAClTe -Nikki,['1767023235948798374'],2024-03-11T03:02:23.000Z,0,0,0,0,0,105
1767020118498852978,"@sandi_kalita Hi Sandipan, i'm sorry to hear this is still happening! Please email our Care Team at content@glassdoor.com so we can help. -Nikki",['1767020118498852978'],2024-03-11T02:50:00.000Z,0,0,0,0,0,10
1767016904034488410,"@Toamastar Hello there! In our Glassdoor community, we have something called our “give to get” policy. So while you’re accessing first-hand company info, you’re also empowering other job seekers with your insights. (So, a win-win.) Learn more here: https://t.co/4UEymxIr95 -Nikki",['1767016904034488410'],2024-03-11T02:37:14.000Z,0,0,0,0,0,15
1765965729088536657,"@tammyslaying We genuinely appreciate you for taking the time to share your positive experience with Glassdoor. A great member experience is important to us, and this kind of feedback helps us understand what works best for our members. Again, thanks a lot! 😊 - Destiny",['1765965729088536657'],2024-03-08T05:00:14.000Z,0,0,0,0,0,45
1765964447590351226,"@anarchyinturkey Thanks for getting in touch! Right now we only support English, French, German, Dutch, Spanish, Portuguese, and Italian. I’m so sorry for the inconvenience.  - Destiny",['1765964447590351226'],2024-03-08T04:55:08.000Z,0,0,0,0,0,19
1765952822497984859,@fuhkyaup I’m happy to help dig into this one. Can you email content@glassdoor.com (be sure to use the email address associated with your Glassdoor account) and we take a look? Thanks! - Destiny,['1765952822497984859'],2024-03-08T04:08:57.000Z,0,0,0,0,0,51
1765948351420256482,"@dickcrusher420 Hi there, we're sorry for the confusion. We’ve partnered with Indeed to provide next-level customer service and jobs support. Contact their support team now and they’ll be happy to assist. Here’s how to reach out: https://t.co/uYJbjEp7CX. - Destiny",['1765948351420256482'],2024-03-08T03:51:11.000Z,0,0,0,0,0,12
